row_index,col_index,capacitance_pF
4,1,43437.95602945591
4,2,45319.31040791661
4,2,45319.31040791661
4,3,43594.89977406822
4,3,43594.89977406822
4,4,40899.28107035523
4,4,40899.28107035523
4,5,40988.58407504547
4,5,40988.58407504547
4,6,40603.32363090006
4,6,40603.32363090006
4,7,40487.819911504754
4,7,40487.819911504754
5,0,45410.649671314066
5,0,45410.649671314066
5,1,43525.14316129934
5,1,43525.14316129934
5,2,45401.994431509906
5,2,45401.994431509906
5,3,43663.062821251304
5,3,43663.062821251304
5,4,40972.4565995466
5,4,40972.4565995466
5,5,41058.93246498844
5,5,41058.93246498844
5,6,40674.64367014426
5,6,40674.64367014426
5,7,40560.43860149303
5,7,40560.43860149303
6,0,45008.621714447465
6,0,45008.621714447465
6,1,43132.25040889852
6,1,43132.25040889852
6,2,45008.6899880475
6,2,45008.6899880475
6,3,43278.789535205
6,3,43278.789535205
6,4,40598.25416111053
6,4,40598.25416111053
6,5,40684.61660884251
6,5,40684.61660884251
6,6,40300.33281539414
6,6,40300.33281539414
6,7,40185.600245091264
6,7,40185.600245091264
7,0,44928.431778768485
7,0,44928.431778768485
7,1,43053.42896647224
7,1,43053.42896647224
7,2,44931.503603425015
7,2,44931.503603425015
7,3,43214.52135002579
7,3,43214.52135002579
7,4,40518.97569894578
7,4,40518.97569894578
7,5,40606.05373870826
7,5,40606.05373870826
7,6,40220.81632127779
7,6,40220.81632127779
7,7,40105.5168268115
7,7,40105.5168268115
0,0,50660.643154519756
0,0,50660.643154519756
0,1,48866.125258625856
0,1,48866.125258625856
0,2,50660.58880156245
0,2,50660.58880156245
0,3,49089.059226437814
0,3,49089.059226437814
0,4,46295.31325862162
0,4,46295.31325862162
0,5,46376.7243648345
0,5,46376.7243648345
0,6,45985.22798716728
0,6,45985.22798716728
0,7,45862.21230455977
0,7,45862.21230455977
1,0,50636.78156079753
1,0,50636.78156079753
1,1,48843.36571248962
1,1,48843.36571248962
1,2,50611.9689091565
1,2,50611.9689091565
1,3,48290.55593523476
1,3,48290.55593523476
1,4,45371.08330962161
1,4,45371.08330962161
1,5,45457.751071231374
1,5,45457.751071231374
1,6,45070.78459338215
1,6,45070.78459338215
1,7,44959.76251595715
1,7,44959.76251595715
2,0,50363.836582951764
2,0,50363.836582951764
2,1,48567.80473715832
2,1,48567.80473715832
2,2,50368.53310645557
2,2,50368.53310645557
2,3,48752.44358856412
2,3,48752.44358856412
2,4,46053.89306696683
2,4,46053.89306696683
2,5,46147.06944839641
2,5,46147.06944839641
2,6,45750.85930542109
2,6,45750.85930542109
2,7,45629.86631984723
2,7,45629.86631984723
3,0,50335.15984222169
3,0,50335.15984222169
3,1,48555.3072571607
3,1,48555.3072571607
3,2,50386.25649928015
3,2,50386.25649928015
3,3,48771.742322603735
3,3,48771.742322603735
3,4,46280.209973539786
3,4,46280.209973539786
3,5,46441.87915623895
3,5,46441.87915623895
3,6,46015.106447099024
3,6,46015.106447099024
3,7,45905.80621563958
3,7,45905.80621563958
4,0,45312.098852301926
4,0,45312.098852301926
4,1,43432.396883106274
4,1,43432.396883106274
4,2,45312.642916010635
4,2,45312.642916010635
4,3,43592.882295713534
4,3,43592.882295713534
4,4,40897.828890363475
4,4,40897.828890363475
4,5,40984.95176144722
4,5,40984.95176144722
4,6,40599.008022158516
4,6,40599.008022158516
4,7,40482.5779278398
4,7,40482.5779278398
5,0,45391.09050824931
5,0,45391.09050824931
5,1,43513.545356813025
5,1,43513.545356813025
5,2,45403.454733587765
5,2,45403.454733587765
5,3,43699.08751707602
5,3,43699.08751707602
5,4,40976.13996935243
5,4,40976.13996935243
5,5,41060.07595633892
5,5,41060.07595633892
5,6,40675.08683399391
5,6,40675.08683399391
5,7,40562.31417071527
5,7,40562.31417071527
6,0,45017.72623180313
6,0,45017.72623180313
6,1,43137.21818875163
6,1,43137.21818875163
6,2,45020.488481483386
6,2,45020.488481483386
6,3,43314.81228201882
6,3,43314.81228201882
6,4,40602.85564006454
6,4,40602.85564006454
6,5,40689.311025669755
6,5,40689.311025669755
6,6,40300.577054245594
6,6,40300.577054245594
6,7,40184.93466570438
6,7,40184.93466570438
7,0,44928.92355217632
7,0,44928.92355217632
7,1,43046.70175178416
7,1,43046.70175178416
7,2,44930.60320838953
7,2,44930.60320838953
7,3,43197.82579790897
7,3,43197.82579790897
7,4,40513.99975895731
7,4,40513.99975895731
7,5,40600.574300603526
7,5,40600.574300603526
7,6,40215.529998391154
7,6,40215.529998391154
7,7,40100.348910763896
7,7,40100.348910763896
0,0,49643.21414341825
0,0,49643.21414341825
0,1,47859.69685404047
0,1,47859.69685404047
0,2,49681.25869716484
0,2,49681.25869716484
0,3,48075.78831101436
0,3,48075.78831101436
0,4,45433.97579028391
0,4,45433.97579028391
0,5,46070.28401632501
0,5,46070.28401632501
0,6,45712.85079424735
0,6,45712.85079424735
0,7,45630.509041164165
0,7,45630.509041164165
1,0,50595.67234801374
1,0,50595.67234801374
1,1,48810.49412381094
1,1,48810.49412381094
1,2,50649.77430349471
1,2,50649.77430349471
1,3,48977.104896066776
1,3,48977.104896066776
1,4,46180.440608157805
1,4,46180.440608157805
1,5,46123.0976578067
1,5,46123.0976578067
1,6,45257.435966641686
1,6,45257.435966641686
1,7,44995.15209671833
1,7,44995.15209671833
2,0,50450.10402131382
2,0,50450.10402131382
2,1,48622.995814005415
2,1,48622.995814005415
2,2,50439.35684778066
2,2,50439.35684778066
2,3,48830.47883691857
2,3,48830.47883691857
2,4,46097.886436900124
2,4,46097.886436900124
2,5,46185.1320181808
2,5,46185.1320181808
2,6,45792.72967313373
2,6,45792.72967313373
2,7,45686.05889372378
2,7,45686.05889372378
3,0,50459.81003162984
3,0,50459.81003162984
3,1,48602.934024547496
3,1,48602.934024547496
3,2,50399.05405644877
3,2,50399.05405644877
3,3,48805.26858595906
3,3,48805.26858595906
3,4,46154.560034543625
3,4,46154.560034543625
3,5,46224.08648469384
3,5,46224.08648469384
3,6,45806.73039046401
3,6,45806.73039046401
3,7,45689.65875211567
3,7,45689.65875211567
4,0,45321.517901865824
4,0,45321.517901865824
4,1,43431.22478020951
4,1,43431.22478020951
4,2,45322.253769024515
4,2,45322.253769024515
4,3,43580.33947094691
4,3,43580.33947094691
4,4,40894.7013807506
4,4,40894.7013807506
4,5,40981.69561490475
4,5,40981.69561490475
4,6,40596.64902693547
4,6,40596.64902693547
4,7,40481.63318474896
4,7,40481.63318474896
5,0,45393.57985289027
5,0,45393.57985289027
5,1,43505.66466942671
5,1,43505.66466942671
5,2,45395.808143686176
5,2,45395.808143686176
5,3,43657.14879071542
5,3,43657.14879071542
5,4,40971.61325022425
5,4,40971.61325022425
5,5,41058.423527552695
5,5,41058.423527552695
5,6,40674.17444572694
5,6,40674.17444572694
5,7,40559.53006801953
5,7,40559.53006801953
6,0,45013.689554924575
6,0,45013.689554924575
6,1,43128.64254522461
6,1,43128.64254522461
6,2,45012.073518832374
6,2,45012.073518832374
6,3,43276.293299866615
6,3,43276.293299866615
6,4,40598.059200463744
6,4,40598.059200463744
6,5,40684.61660884251
6,5,40684.61660884251
6,6,40299.90861635017
6,6,40299.90861635017
6,7,40185.203455389325
6,7,40185.203455389325
7,0,44924.626482146676
7,0,44924.626482146676
7,1,43041.78507022603
7,1,43041.78507022603
7,2,44922.38740829481
7,2,44922.38740829481
7,3,43189.32477449096
7,3,43189.32477449096
7,4,40514.556914995635
7,4,40514.556914995635
7,5,40601.28922960556
7,5,40601.28922960556
7,6,40216.84987956602
7,6,40216.84987956602
7,7,40101.471731034275
7,7,40101.471731034275
0,0,49657.6021006129
0,0,49657.6021006129
0,1,47850.05769884378
0,1,47850.05769884378
0,2,49647.62566825311
0,2,49647.62566825311
0,3,48033.11546291532
0,3,48033.11546291532
0,4,45375.790147243606
0,4,45375.790147243606
0,5,45465.028234128455
0,5,45465.028234128455
0,6,45077.29992928725
0,6,45077.29992928725
0,7,44961.91349493091
0,7,44961.91349493091
1,0,49645.75377414492
1,0,49645.75377414492
1,1,47852.061804494195
1,1,47852.061804494195
1,2,49648.65393682637
1,2,49648.65393682637
1,3,48024.84523327274
1,3,48024.84523327274
1,4,45363.583060864075
1,4,45363.583060864075
1,5,45453.5472845659
1,5,45453.5472845659
1,6,45063.97427060762
1,6,45063.97427060762
1,7,44947.37467035887
1,7,44947.37467035887
2,0,50338.56027834478
2,0,50338.56027834478
2,1,48536.629545757314
2,1,48536.629545757314
2,2,50341.14448132728
2,2,50341.14448132728
2,3,48725.27712193784
2,3,48725.27712193784
2,4,46021.92174574805
2,4,46021.92174574805
