timestamp,CH0_pF,CH1_pF,CH2_pF,CH3_pF,CH4_pF,CH5_pF
330.487,289.322625,287.742134,301.519315,286.754079,301.805636,300.951444,257.186594,256.215759
330.564,289.318710,287.745058,301.520521,286.752375,301.811092,300.948148,257.185668,256.215512
330.693,289.320310,287.743596,301.524763,286.754537,301.805055,300.943338,257.187128,256.216680
330.840,289.303302,287.729561,301.510919,286.749756,301.782741,300.913946,257.189193,256.217318
330.969,289.287517,287.720748,301.504578,286.744187,301.770401,300.899563,257.186843,256.219903
331.123,289.285960,287.715987,301.502211,286.722325,301.761369,300.887229,257.186095,256.217176
331.195,289.263232,287.716279,301.500068,286.712808,301.762889,300.882465,257.189585,256.219265
331.347,289.255656,287.704460,301.496763,286.705494,301.750505,300.896223,257.187626,256.220434
331.472,289.248670,287.701537,301.489842,286.702626,301.748717,300.884558,257.188160,256.217955
331.617,289.246355,287.699365,301.483859,286.715426,301.749924,300.884825,257.186202,256.220292
331.696,289.247786,287.696776,301.483859,286.693983,301.750818,300.889945,257.185668,256.220044
331.822,289.235288,287.699365,301.484127,286.692404,301.755959,300.892661,257.187626,256.219513
331.981,289.234404,287.696066,301.480242,286.690825,301.754439,300.910027,257.189442,256.219017
332.103,289.234825,287.693769,301.483814,286.691531,301.752919,300.901344,257.189585,256.218486
332.199,289.234699,287.694604,301.483234,286.713390,301.754752,300.904327,257.188160,256.219513
332.325,289.239791,287.692892,301.478412,286.689536,301.755333,300.899251,257.186095,256.217459
332.450,289.232090,287.695940,301.480510,286.689827,301.758955,300.898940,257.185312,256.216680
332.593,289.234993,287.697778,301.483234,286.691697,301.753545,300.907355,257.187128,256.219265
332.721,289.233815,287.693602,301.482921,286.691531,301.754126,300.902235,257.188160,256.217565
332.854,289.234110,287.693184,301.477519,286.717836,301.755065,300.903481,257.188303,256.218734
332.954,289.238612,287.694312,301.478412,286.691531,301.755959,300.903749,257.186345,256.218734
333.079,289.237602,287.694896,301.480823,286.691115,301.759268,300.901656,257.187911,256.217707
333.205,289.234699,287.698822,301.478724,286.690534,301.755646,300.908825,257.186095,256.218486
333.332,289.235162,287.691305,301.488324,286.688539,301.754171,300.896847,257.185917,256.218486
333.458,289.236592,287.691555,301.482609,286.715135,301.750505,300.899563,257.185170,256.218734
333.584,289.239496,287.691555,301.483859,286.693276,301.754752,300.898940,257.186095,256.220965
333.713,289.239496,287.697778,301.485332,286.692404,301.758061,300.900142,257.187128,256.219265
333.860,289.238907,287.699114,301.485645,286.694564,301.754439,300.908246,257.187911,256.219017
333.971,289.236592,287.694312,301.483546,286.691822,301.754752,300.901923,257.187626,256.220434
334.106,289.238065,287.693769,301.480242,286.720455,301.755065,300.899875,257.185312,256.219513
334.251,289.241810,287.692432,301.479930,286.694564,301.751757,300.898049,257.185811,256.219017
334.338,289.252878,287.696066,301.484752,286.696850,301.755333,300.893552,257.187377,256.217034
334.464,289.238191,287.708052,301.485020,286.694689,301.750818,300.904951,257.187377,256.219265
334.591,289.238612,287.693184,301.505471,286.694149,301.751131,300.895956,257.185917,256.218238
334.742,289.237897,287.692140,301.484127,286.722449,301.749342,300.894442,257.184778,256.217565
334.859,289.240674,287.694604,301.489574,286.694855,301.752025,300.896223,257.185668,256.218486
334.988,289.251995,287.693017,301.483814,286.693567,301.756540,300.897782,257.187911,256.218876
335.124,289.237181,287.701411,301.481448,286.690949,301.753858,300.906153,257.185170,256.217813
335.256,289.233226,287.692015,301.505471,286.690243,301.757479,300.904327,257.184885,256.217176
335.345,289.234110,287.692892,301.479930,286.703333,301.754126,300.904639,257.187128,256.217813
335.470,289.236424,287.694604,301.481135,286.691240,301.755646,300.905263,257.188410,256.218097
335.596,289.247071,287.692600,301.476626,286.688539,301.760475,300.911541,257.187377,256.219017
335.721,289.230196,287.702247,301.474795,286.688955,301.756853,300.915460,257.188160,256.217955
335.847,289.233226,287.695189,301.502167,286.690409,301.754752,300.907355,257.186345,256.218238
335.973,289.236129,287.697193,301.483234,286.698886,301.754171,300.898049,257.186345,256.216291
336.098,289.236424,287.694896,301.484752,286.697432,301.754126,300.899875,257.184885,256.219761
336.223,289.246903,287.693602,301.486851,286.692404,301.756272,300.898361,257.187626,256.219513
336.349,289.234404,287.702998,301.481135,286.692404,301.755959,300.902546,257.187911,256.217955
336.475,289.234404,287.692140,301.501586,286.692695,301.754126,300.906732,257.185027,256.215512
336.601,289.232679,287.693184,301.480823,286.698886,301.752338,300.902279,257.189086,256.216786
336.727,289.234699,287.694896,301.480823,286.697432,301.753545,300.897737,257.185027,256.216680
336.854,289.245598,287.693602,301.484752,286.695271,301.757748,300.898049,257.187128,256.215370
336.985,289.239791,287.701704,301.488056,286.695146,301.751444,300.899875,257.187128,256.216007
337.122,289.238612,287.696358,301.508195,286.697141,301.750505,300.904639,257.186594,256.217034
337.250,289.234699,287.694604,301.487744,286.699717,301.752651,300.893864,257.185917,256.217034
337.383,289.239033,287.696358,301.488637,286.702751,301.752651,300.892661,257.183853,256.217459
337.511,289.249133,287.691848,301.480823,286.693567,301.756272,300.896847,257.184529,256.216538
337.621,289.236003,287.701996,301.482921,286.692113,301.754126,300.900142,257.185027,256.215901
337.758,289.237013,287.694604,301.503685,286.692695,301.753858,300.908246,257.185170,256.215370
337.885,289.234867,287.694186,301.484752,286.697141,301.750237,300.896847,257.182820,256.216291
338.018,289.237771,287.696358,301.490155,286.701463,301.752338,300.891771,257.183603,256.215512
338.155,289.245472,287.695481,301.487744,286.693567,301.754126,300.892661,257.184280,256.213706
338.237,289.234110,287.702998,301.488637,286.692113,301.751444,300.898049,257.184885,256.216291
338.363,289.236129,287.695189,301.501586,286.693692,301.753545,300.905263,257.185419,256.214485
338.488,289.235582,287.694896,301.488056,286.695271,301.750237,300.892929,257.186202,256.215228
338.613,289.235835,287.690428,301.488324,286.704496,301.754439,300.894175,257.185312,256.218238
338.739,289.246229,287.693602,301.489262,286.694689,301.752919,300.892929,257.184387,256.215901
338.864,289.235751,287.699657,301.484752,286.694274,301.752338,300.893864,257.182571,256.214201
338.990,289.236129,287.694604,301.500693,286.693858,301.752651,300.907667,257.184636,256.215228
339.116,289.238612,287.695189,301.486538,286.693567,301.754126,300.894754,257.185917,256.213281
339.241,289.238065,287.697360,301.487744,286.707779,301.753858,300.893552,257.183853,256.219265
339.367,289.246061,287.695481,301.485645,286.692695,301.755959,300.896223,257.184885,256.214732
339.493,289.235288,287.699657,301.485645,286.692113,301.753545,300.892661,257.184102,256.215759
339.619,289.235288,287.693477,301.494977,286.690118,301.752025,300.911274,257.183603,256.214485
339.745,289.236719,287.693769,301.483234,286.690825,301.753232,300.897159,257.186345,256.216007
339.870,289.235582,287.692307,301.477519,286.707073,301.752025,300.896580,257.184529,256.217034
339.995,289.244293,287.694604,301.487431,286.693567,301.752651,300.891726,257.183069,256.214732
