timestamp,CH0_pF,CH1_pF,CH2_pF,CH3_pF,CH4_pF,CH5_pF,CH6_pF,CH7_pF
15.882540941238403,72.56878268521882,283.98048071345823,289.10747258632887,284.5526531303772,294.95443372125897,290.2819280137306,282.57170890831264,63.642000101404136
16.007876873016357,72.56815405083088,283.9802145817025,289.10634005056096,284.5493736511415,294.9463851326447,290.28275313246564,282.57144475444,63.57784341093767
16.132499933242798,72.54141027894873,283.97994845032076,289.1057933115376,284.55753432074056,294.9466668276828,290.28416762991077,282.57201079890626,63.57123496044226
16.257349014282227,72.56745666911414,283.9821155310222,289.105207521448,284.55722924266325,294.94405110356814,290.28275313246564,282.5738598893491,63.57084033847662
16.382397890090942,72.56710307095771,283.98158326328866,289.10415310377306,284.5588690430974,294.9401074622203,290.2833425051447,282.57306741979403,63.60836195933437
16.507455110549927,72.56669054304172,283.981012978092,289.10469983814363,284.55669535720847,294.93926240650757,290.2830281728259,282.57333157594195,63.759881278323846
16.632206916809082,72.56675929745009,283.9775152664638,289.10192712984724,284.5452934479861,294.9314961121681,290.2847177150427,282.5711806009378,63.62949003196972
16.757582902908325,72.54867043561813,283.9734473570484,289.09829533284346,284.5461323610939,294.91604491551874,290.2813386453593,282.5701239906331,63.66311265338856
16.882341861724854,72.52717293370601,283.97454986591885,289.09829533284346,284.54422574576006,294.91548161358213,290.27968842346894,282.5706522950446,63.637958727839774
17.007379055023193,72.56375874954975,283.97857978055333,289.0980219745481,284.5458654337935,294.9135100695133,290.27968842346894,282.57306741979403,63.65922260357394
17.132225036621094,72.56298777138718,283.97454986591885,289.1002479033717,284.5453315803196,294.91371124657377,290.27740956875454,282.57170890831264,63.855159975377454
17.261956930160522,72.56305652053325,283.97508211387833,289.09661613801023,284.53987873445243,294.9143550145505,290.2791383526326,282.5698221030631,63.64855907779763
17.38214087486267,72.56026734789181,283.97724913887663,289.0974752591204,284.54231914958905,294.91230301147334,290.28188872244993,282.57201079890626,63.650596358621584
