timestamp,CH0_pF,CH1_pF,CH2_pF,CH3_pF,CH4_pF,CH5_pF,CH6_pF,CH7_pF
35.29499006271362,288.226851001117,285.94239985368836,288.4207784327844,281.9977854208582,288.0624810403657,288.3339030671814,283.11835625907844,288.47557717386206
35.41993188858032,288.2409630625116,285.94620282975796,288.42521468171395,282.00071991176486,288.06605449392663,288.3457668458765,283.11699381337127,288.4830509394639
35.54570913314819,288.23462611335066,285.94508881881,288.4207784327844,281.9998922302048,288.0632967141262,288.3427327606584,283.115934140176,288.4775234390184
35.66996693611145,288.23933020899915,285.9429376436783,288.42159562884416,281.9950767006758,288.0632967141262,288.3438608123906,283.1186211802192,288.4775234390184
35.79478621482849,288.25371534819476,285.9451272328722,288.423813749942,281.99801114930176,288.0643842845294,288.3516017597435,283.11915102361615,288.4844133759503
35.92062282562256,288.2354425183863,285.9415547581982,289.27027546460397,281.99913979558494,288.0624421988445,288.3410990422996,283.11941594587245,289.3283661040397
36.0467689037323,288.23548139490305,285.9415547581982,288.48250596757197,281.99804877073535,288.0613546394395,288.3396987233288,283.11729657823406,288.4830509394639
36.16951107978821,288.2365699405665,285.94239985368836,288.4201947234397,281.9953776676577,288.05941258439253,288.3419158997434,283.11540430580936,288.4816885126293
36.29437804222107,288.2354425183863,285.94239985368836,288.42159562884416,281.99108893365286,288.05556737333933,288.3405155748222,283.11646397603,288.4780683967918
36.4191529750824,288.24457871609457,285.94266874849365,289.2680475718035,281.99801114930176,288.06108275055067,288.3485675824293,283.1137769666971,289.3259029559262
36.548518896102905,288.22634562971086,285.94239985368836,288.4213232297716,281.99883882258024,288.0577812733305,288.3352644472183,283.1161990579171,288.47779591771206
36.669190883636475,288.2288336248532,285.9456650305565,289.2714480501004,281.99936552565464,288.0591406982532,288.3350310670987,283.11351205235565,289.3261766374966
36.79433608055115,288.2313216522106,285.94401322820977,288.42186802830247,281.9985754715963,288.05556737333933,288.3358478987572,283.115934140176,288.47861335610935
36.92128014564514,288.22910575127634,285.94539613152466,288.4221793424416,281.98920794083256,288.0525378673425,288.3330862437872,283.1121496416157,288.47970327937713
37.04434418678284,288.2384749103157,285.9415547581982,289.2519840539841,281.99722110093506,288.05832504214476,288.3433162348658,283.11351205235565,289.3097564305805
37.1692271232605,288.239058068096,285.94320653924217,289.2141560429924,281.99695775221727,288.0566548999701,288.3372092925681,283.1161990579171,289.2719561726963
37.294222831726074,288.2305052646829,285.9390963198923,289.26972826047904,281.99804877073535,288.0577812733305,288.33530334393254,283.11430679649555,289.3267240018024
37.42275309562683,288.22580138506777,285.94539613152466,288.4265767085,281.9994031473593,288.0577424327597,288.3350310670987,283.1137769666971,288.4819609972241
