timestamp,CH0_pF,CH1_pF,CH2_pF,CH3_pF
118.57795071601868,289.2966994543035,277.4522775177019,289.42347549004467,282.9096383277858,282.7317410010073,293.06410316858756,293.1490978639638,290.85588041495663
118.70735788345337,289.32226693762726,277.45829894694646,289.42601811953034,282.91149073326665,282.7341581912875,293.06892598687,293.13916927829376,290.8561562702685
118.80016350746155,289.3219932616043,277.45572880073036,289.42183257804265,282.9117553641062,282.73038134509693,293.0703210391502,293.1488187402067,290.8407089771425
118.91961002349854,289.3205857910484,277.4530852590216,289.42515753349176,282.90774813686545,282.71508589190427,293.0685672607509,293.14714400603583,290.85722028729055
119.02386140823364,289.31835731700585,277.45253452592107,289.42347549004467,282.9066518348115,282.7338938095909,293.0666142078789,293.1463066443322,290.8567079820696
119.21562600135803,289.29142218479103,277.45253452592107,289.4232016704063,282.9123224314414,282.7244896161523,293.0700420278973,293.14686488506925,290.85919070460073
119.26577067375183,289.32144591072324,277.4588129804751,289.42574429628354,282.9104322136213,282.7220725498606,293.07115807529965,293.1414819158373,290.8586389857356
119.44740676879883,289.32203235815524,277.4543335934538,289.41929000371204,282.9125870634479,282.73604664276263,293.07366920526374,293.14770224916487,290.84464949621946
119.56423330307007,289.32117223586516,277.4538562881172,289.4268395916023,282.9042324321386,282.7008490175685,293.0722741290771,293.14826049388853,290.86033355581515
119.64653992652893,289.3228533875556,277.4530852590216,289.4271134164034,282.9122846268993,282.7462446076761,293.06549818643185,293.1522480025743,290.8608852795019
119.82516074180603,289.2905621989982,277.4512127731698,289.42574429628354,282.9128516958257,282.71991987629065,293.07542302945984,293.1465857645014,290.8586389857356
119.96559858322144,289.32281429083815,277.45936373226954,289.424336068581,282.91149073326665,282.7164076721945,293.07374892420387,293.1454692862163,290.8611611419339
120.03123617172241,289.32281429083815,277.4530852590216,289.4173733159809,282.91391022905003,282.74005022246314,293.0722741290771,293.14853961684827,290.8471714704565
120.19619822502136,289.3217195859696,277.4551413437522,289.4262919431657,282.9020776777627,282.6643365401566,293.07060005080166,293.14834024326495,290.8578114103812
120.30059671401978,289.31835731700585,277.45466403633134,289.42601811953034,282.9128516958257,282.7209773269018,293.0583637713923,293.14937698811957,290.8603729645979
