timestamp,CH0_pF,CH1_pF,CH2_pF,CH3_pF,CH4_pF,CH5_pF,CH6_pF,CH7_pF
20.40037775039673,292.4725978977186,283.8934375641985,289.4212849438173,285.2979520851679,295.1090305313537,290.0501697197461,282.7325341381511,288.9150760741448
20.52531886100769,292.47287605622984,283.89100549211224,289.3942572146257,285.28979782611657,295.10041178224003,290.0470694496954,282.73121224476563,288.9431292511666
20.65041995048523,292.4965607219123,283.8883074487085,289.3995764105543,285.2816056362117,295.14681249409904,290.0476188610172,282.72796420325074,288.9142567798939
20.777364015579224,292.4694587077444,283.8985678187486,289.40071066983245,285.2805337870019,295.10041178224003,290.0573907946052,282.73121224476563,288.91843131553173
20.900323152542114,292.4694587077444,283.88967546590914,289.25917534178745,285.28217984363033,295.0992841233729,290.03478658986535,282.73200537968444,288.9170267887691
21.028239011764526,292.46409438615774,283.8891054575405,289.4068123169198,285.2868118468715,295.09412919372033,290.0465200399347,282.7338938095909,288.91648058668284
21.150564193725586,292.4660414191527,283.8888394542227,289.4059909301106,285.2979520851679,295.08889385654606,290.045931388352,282.72717108533664,288.94952860094975
21.275460958480835,292.4807441327631,283.8891054575405,289.40239251482967,285.27398798185027,295.108104199087,290.04145769488497,282.72905946680913,288.9095361523377
21.405909061431885,292.4567037848263,283.89427359619634,289.41346176744446,285.27456216627,295.07886656125146,290.0456566848933,282.72717108533664,288.91230609332337
21.525261163711548,292.45900835088213,283.8921075209041,289.33864910972176,285.2764378474558,295.0706115410972,290.01861992542393,282.7269067134402,288.90984825637287
21.65040898323059,292.45567071233336,283.8885734512787,289.40735991006864,285.2764378474558,295.06835657144075,290.0401234554681,282.7335916595344,288.90871688165146
21.775969982147217,292.45586937969534,283.8907394861239,289.4054433408471,285.3064129770201,295.0648936326551,290.0392601289866,282.72796420325074,288.9589719322355
21.900264978408813,292.4759358260436,283.8921075209041,289.40399614813225,285.27398798185027,295.07661149696554,290.03902467697884,282.72581146239105,288.91257918825397
22.025352001190186,292.4587302121542,283.8921075209041,289.3976208067687,285.2734520779557,295.1530967651532,290.0372980376822,282.7252827227832,288.9078976144501
22.150426864624023,292.45336618572804,283.89613568073696,289.412679467253,285.27318412657473,295.0643299042041,290.06857614397546,282.7252827227832,288.9073124257257
22.276623010635376,292.4561475143422,283.886407441223,289.4100978991255,285.2721123248259,295.0689203114315,290.0401234554681,282.73121224476563,288.9098092433408
22.40064001083374,292.45559124544525,283.8888394542227,289.39625189591317,285.31755436346174,295.066302960851,290.03757272926623,282.7263779707598,288.91788510946253
22.525508880615234,292.4665977178653,283.88724344216666,289.3976208067687,285.27398798185027,295.06686669495645,290.03784742124043,282.72717108533664,288.92229381693903
22.652581930160522,292.48440011474423,283.88750944324136,289.39765991865016,285.27456216627,295.13396259027877,290.03871074141443,282.7301169686977,288.90898997149304
22.775375843048096,292.45817393588845,283.9021020750029,289.3912456760685,285.27425593436374,295.0677928330656,290.0576655147343,282.72932384172503,288.90871688165146
22.900444984436035,292.45761766121,283.89047348050934,289.2505380121914,285.2750980732926,295.0646117682277,290.03902467697884,282.7306457218669,288.90898997149304
23.02664089202881,292.4592864900069,283.8915755062034,289.39844215794426,285.29006580090527,295.066302960851,290.0383968063597,282.73038134509693,288.9095361523377
23.15049910545349,292.4584520738229,283.8907394861239,289.3989897273372,285.2906017516153,295.066947228532,290.03953482335805,282.72717108533664,288.9339988396547
23.276206016540527,292.4873011057443,283.89263953710025,289.40207961232477,285.27727999604633,295.11390391641385,290.03757272926623,282.7269067134402,288.906766251187
23.407227993011475,292.4632599493975,283.9053323669396,289.41044992910895,285.27888774461985,295.06545736272193,290.05095460612495,282.7266423419146,288.90512773686345
23.53073215484619,292.45761766121,283.88967546590914,289.2569475772211,285.2734520779557,295.06368564509523,290.022504510247,282.7244896161523,288.9064931644984
23.650596141815186,292.46262419045337,283.8907394861239,289.4059909301106,285.27915570403684,295.0648936326551,290.0383968063597,282.7295882170118,288.90758551357595
23.775381088256836,292.4610348021625,283.88940946179014,289.40399614813225,285.29768409926766,295.06376617736845,290.0401234554681,282.72796420325074,288.94699224785995
23.90052103996277,292.48221446510183,283.8915375052107,289.4054433408471,285.2770120392721,295.09525682303996,290.0409475434326,282.72822857663033,288.9059469922828
24.025547981262207,292.46270366020804,283.895869667538,289.39816837383063,285.2764378474558,295.0795108700812,290.0428704290084,282.72743545760375,288.9062200781969
24.15170693397522,292.45586937969534,283.8915375052107,289.34478789533335,285.2780838686342,295.06666536116194,290.01693270582194,282.7266423419146,288.90703933826273
24.27537989616394,292.4578163305558,283.8867114411389,289.40735991006864,285.27781591072744,295.06658482770183,290.03929937101583,282.73226975873234,288.9073124257257
24.400429010391235,292.4607566605436,283.88750944324136,289.403722356137,285.3085952590518,295.06658482770183,290.0403589088138,282.7285307180898,288.9611572318788
24.527581930160522,292.47565766316734,283.8866734411227,289.39816837383063,285.2770120392721,295.0763296157474,290.0370233464884,282.7263779707598,288.91094062447877
24.65065097808838,292.46270366020804,283.88994147040205,289.3989897273372,285.2775479531981,295.1493503486337,290.03784742124043,282.7266423419146,288.9064931644984
24.781306982040405,292.4598427694468,283.88967546590914,289.39570433429054,285.27590193665793,295.067229096306,290.06241431007555,282.7255470924017,288.906766251187
24.900803089141846,292.45761766121,283.8866734411227,289.40012398316634,285.27425593436374,295.06751096448386,290.0372980376822,282.73121224476563,288.90758551357595
25.025439977645874,292.45761766121,283.88724344216666,289.38925104653936,285.31675032403496,295.0651754974866,290.03784742124043,282.7263779707598,288.91230609332337
