timestamp,row_index,col_index,capacitance_pF
0.4214198589324951,0,0,1356.329
0.49074697494506836,0,1,1356.402
0.5603640079498291,0,2,1356.206
0.630518913269043,0,3,1356.22
0.7024590969085693,0,4,1356.255
0.7696218490600586,0,5,1356.279
0.8412671089172363,0,6,1356.335
0.9085190296173096,0,7,1356.224
0.9785571098327637,1,0,1356.054
1.0481598377227783,1,1,1356.179
1.1177010536193848,1,2,1356.153
1.1871130466461182,1,3,1356.207
1.2587330341339111,1,4,1356.251
1.3260881900787354,1,5,1356.198
1.3964920043945312,1,6,1356.248
1.4657771587371826,1,7,1356.222
1.5353760719299316,2,0,1356.198
1.6046440601348877,2,1,1356.231
1.6742959022521973,2,2,1356.256
1.7436950206756592,2,3,1356.272
1.8154101371765137,2,4,1356.362
1.8832800388336182,2,5,1356.357
1.952888011932373,2,6,1356.363
2.022409200668335,2,7,1356.194
2.0917742252349854,3,0,1356.161
2.161406993865967,3,1,1356.248
2.231003999710083,3,2,1356.206
2.3047919273376465,3,3,1356.21
2.3709158897399902,3,4,1356.281
2.4401068687438965,3,5,1356.343
2.5096218585968018,3,6,1356.343
2.578993082046509,3,7,1356.297
2.649247884750366,4,0,1356.204
2.718679904937744,4,1,1356.3
2.7882320880889893,4,2,1356.342
2.8612639904022217,4,3,1356.392
2.927189826965332,4,4,1356.422
2.9966609477996826,4,5,1356.448
3.0667340755462646,4,6,1356.493
3.136343002319336,4,7,1356.433
3.205751895904541,5,0,1356.276
3.275278091430664,5,1,1356.298
3.344912052154541,5,2,1356.325
3.4153099060058594,5,3,1356.337
3.48380708694458,5,4,1356.473
3.5539228916168213,5,5,1356.412
3.623516082763672,5,6,1356.379
3.6928701400756836,5,7,1356.368
3.7624621391296387,6,0,1356.337
3.8320209980010986,6,1,1356.349
3.9014129638671875,6,2,1356.314
3.972132921218872,6,3,1356.332
4.0414040088653564,6,4,1356.364
4.112501859664917,6,5,1356.443
4.180047035217285,6,6,1356.38
4.249631881713867,6,7,1356.445
4.319164037704468,7,0,1356.317
4.389209032058716,7,1,1356.39
4.458765983581543,7,2,1356.387
4.528306007385254,7,3,1356.329
4.597748041152954,7,4,1356.429
4.66788387298584,7,5,1356.392
4.737365007400513,7,6,1356.446
4.806919097900391,7,7,1356.444
4.922623872756958,0,0,1356.317
4.992156028747559,0,1,1356.342
5.0617570877075195,0,2,1356.265
5.132015943527222,0,3,1356.303
5.201372146606445,0,4,1356.317
5.271023988723755,0,5,1356.479
5.340516090393066,0,6,1356.453
5.411515951156616,0,7,1356.305
5.479550123214722,1,0,1356.396
5.549039125442505,1,1,1356.413
5.6185901165008545,1,2,1356.362
5.688135147094727,1,3,1356.368
5.758391857147217,1,4,1356.42
5.827966213226318,1,5,1356.446
5.897364854812622,1,6,1356.41
5.968569993972778,1,7,1356.43
6.036478042602539,2,0,1356.364
6.106082916259766,2,1,1356.321
6.17549204826355,2,2,1356.309
6.245033025741577,2,3,1356.347
6.3152549266815186,2,4,1356.408
6.384682893753052,2,5,1356.43
6.454249858856201,2,6,1356.339
6.5248589515686035,2,7,1356.46
6.593369960784912,3,0,1356.306
