timestamp,CH0_pF
31.561,426.844238,258.191224,257.164593,256.342224
31.677,427.228944,258.186104,257.165127,256.337936
31.786,426.711180,258.186355,257.163810,256.337157
31.910,427.174419,258.185854,257.164842,256.337688
32.013,426.992914,258.196558,257.163027,256.337688
32.142,427.183199,258.201570,257.161994,256.336377
32.243,426.935853,258.203146,257.164059,256.338184
32.350,427.168075,258.196558,257.163810,256.337157
32.468,427.421892,258.193551,257.165625,256.335350
32.576,426.874896,258.191474,257.164842,256.336377
32.702,427.151550,258.181272,257.166800,256.337830
32.806,427.045341,258.186355,257.164984,256.337299
32.929,346.021710,258.187680,257.164842,256.339637
33.030,5.726663,258.186212,257.164344,256.343500
33.168,5.627981,258.186892,257.164344,256.340665
33.260,5.649138,258.187823,257.164344,256.338432
33.367,5.678985,258.189112,257.165874,256.339637
33.484,5.880487,258.189219,257.166302,256.341161
33.592,430.709562,258.185174,257.164059,256.339106
33.714,431.795345,258.184816,257.164593,256.337830
33.819,432.046186,258.185317,257.165127,256.337688
33.945,432.557969,258.182560,257.162884,256.337157
34.048,433.037896,258.180233,257.163311,256.336625
34.164,5.693512,258.182059,257.166159,256.337830
34.272,5.789121,258.185854,257.166658,256.337157
34.405,144.550906,258.185066,257.164059,256.339637
34.503,434.266752,258.186892,257.164344,256.340913
34.608,434.469923,258.180735,257.166159,256.343394
34.724,434.659689,258.184529,257.165625,256.342614
34.834,435.092843,258.189112,257.165376,256.340417
34.949,435.252300,258.187823,257.163810,256.338858
35.059,435.721767,258.188861,257.164593,256.337830
35.180,435.201210,258.182310,257.165376,256.338432
35.285,435.324857,258.188861,257.164059,256.337157
35.406,436.219118,258.192405,257.165376,256.339212
35.513,436.937073,258.189756,257.167868,256.338078
35.641,437.264371,258.188360,257.168616,256.338574
35.741,437.446977,258.191224,257.170609,256.339496
35.875,437.856257,258.194768,257.167690,256.339885
35.972,437.717501,258.193193,257.163810,256.341941
36.076,437.863827,258.193443,257.166658,256.342720
36.194,438.022695,258.189649,257.166408,256.339106
36.302,437.995000,258.185567,257.166658,256.336129
36.421,438.351558,258.187823,257.163311,256.335881
36.527,438.228422,258.187393,257.162884,256.336377
36.651,438.879666,258.192155,257.161994,256.336129
36.754,438.987409,258.193980,257.163133,256.336625
36.881,438.433446,258.193694,257.162635,256.336129
36.986,438.479035,258.188861,257.164842,256.336129
37.114,438.799497,258.187572,257.168117,256.337299
37.209,439.387946,258.185066,257.167868,256.336377
37.347,439.800558,258.188861,257.165127,256.337050
37.439,439.707604,258.193193,257.164059,256.336625
37.543,439.911093,258.186104,257.164842,256.338432
37.664,440.182368,258.186104,257.164059,256.339637
37.769,439.959985,258.188610,257.164842,256.338432
37.896,440.039691,258.184028,257.163810,256.337405
38.001,439.985627,258.181522,257.164593,256.335102
38.127,440.335905,258.184529,257.166302,256.336377
38.224,440.629090,258.184816,257.160820,256.335598
38.358,440.382244,258.185317,257.162884,256.335881
38.455,439.708450,258.183097,257.163561,256.336625
38.559,439.838655,258.184279,257.166052,256.335102
38.677,439.915327,258.181272,257.168366,256.335350
38.785,439.950514,258.182560,257.167085,256.337830
38.906,440.267374,258.184386,257.165874,256.336129
39.011,440.230378,258.184279,257.166658,256.341941
39.133,440.285257,258.185317,257.167690,256.341941
39.239,440.401676,258.187680,257.166159,256.338078
39.361,440.439386,258.186892,257.167334,256.338432
39.471,440.425273,258.184529,257.164842,256.337405
39.595,440.404143,258.178229,257.165768,256.335987
39.696,440.618055,258.184028,257.165127,256.334570
39.800,440.492143,258.190687,257.166907,256.337405
39.919,440.404683,258.193443,257.167441,256.336377
40.026,440.394350,258.190687,257.166551,256.337405
40.149,440.491680,258.190687,257.170182,256.339106
40.252,440.520530,258.190937,257.169149,256.335881
40.376,440.430826,258.182059,257.167085,256.336909
40.484,440.693612,258.182990,257.166800,256.339354
40.609,441.092547,258.186999,257.165625,256.339885
40.705,441.197446,258.188073,257.165127,256.340417
40.839,441.299056,258.188610,257.166052,256.337688
40.938,441.422131,258.187143,257.166551,256.337405
41.043,441.494096,258.185317,257.167583,256.337157
41.160,441.140238,258.179947,257.166408,256.335881
41.268,441.369213,258.183348,257.167334,256.339106
41.391,441.406657,258.186104,257.164344,256.338326
41.494,441.418185,258.182059,257.167690,256.338432
41.621,441.358924,258.179947,257.168616,256.337405
41.728,441.157863,258.177978,257.169933,256.338858
41.848,441.163507,258.180233,257.167192,256.337157
41.946,441.164280,258.181272,257.166800,256.335598
42.066,441.213915,258.180735,257.163561,256.339885
42.194,441.311122,258.184279,257.164842,256.337830
42.288,441.197446,258.186355,257.166052,256.338184
42.413,434.971942,258.180735,257.166408,256.338078
42.511,412.250097,258.181522,257.167192,256.337405
42.633,383.551938,258.176690,257.165625,256.336909
42.751,403.428125,258.179947,257.164344,256.338326
42.849,418.420166,258.179195,257.165768,256.338184
42.966,423.705627,258.182310,257.164842,256.338184
43.095,418.713992,258.180735,257.168900,256.338432
43.188,412.665417,258.182059,257.169683,256.336909
43.311,411.489536,258.179697,257.167441,256.336129
43.441,410.648290,258.177477,257.166551,256.340133
43.534,410.056255,258.174864,257.165376,256.339885
43.655,410.343209,258.176153,257.165625,256.341445
43.753,410.069604,258.172358,257.163561,256.338184
43.875,410.163072,258.181773,257.165768,256.336909
44.002,410.392629,258.186355,257.167085,256.338078
44.097,410.619934,258.180985,257.166302,256.337688
44.216,410.021422,258.180484,257.166658,256.336909
44.318,410.785374,258.173396,257.165376,256.334180
44.441,410.841355,258.174613,257.163561,256.336909
44.557,410.005294,258.167776,257.165625,256.336625
44.656,410.390610,258.175114,257.167085,256.338326
44.774,410.646269,258.172609,257.167975,256.336129
44.896,410.513362,258.171821,257.165376,256.336625
44.994,410.353718,258.171141,257.162243,256.338078
45.114,410.966743,258.169244,257.165625,256.337405
45.240,411.180268,258.172358,257.164059,256.338574
45.334,411.575783,258.175365,257.164842,256.337405
45.456,411.162817,258.171821,257.166800,256.337547
45.559,411.100282,258.172358,257.167334,256.337405
45.673,411.721428,258.175651,257.164842,256.335102
45.804,411.910675,258.174971,257.165376,256.337936
45.904,412.374917,258.172609,257.165127,256.337405
46.028,412.107472,258.166488,257.167583,256.337688
46.123,412.168198,258.170282,257.168616,256.338716
46.244,412.087933,258.171320,257.169683,256.339212
46.349,412.350032,258.171571,257.167690,256.339637
46.465,412.385923,258.172358,257.165376,256.338716
46.593,412.153908,258.170533,257.163133,256.340417
46.688,412.025545,258.168313,257.162777,256.337830
46.813,412.216676,258.173146,257.162243,256.335881
46.913,412.436471,258.172358,257.164344,256.335598
47.034,412.676084,258.166989,257.165376,256.335102
47.162,412.801020,258.169852,257.167085,256.334180
47.257,412.995132,258.172895,257.168117,256.335350
47.377,413.031876,258.171069,257.166907,256.336377
47.477,412.922360,258.171571,257.167441,256.336129
47.602,413.086334,258.169065,257.168900,256.338184
47.703,413.308419,258.176403,257.170182,256.336519
47.821,413.440599,258.169065,257.166907,256.334960
47.953,413.307575,258.169065,257.164842,256.335456
48.050,413.512236,258.170533,257.165625,256.338184
48.169,413.679790,258.168564,257.164059,256.340133
48.268,413.512659,258.170031,257.165768,256.336625
48.388,413.404153,258.171821,257.165376,256.334428
48.521,413.848216,258.175902,257.165874,256.334322
48.616,413.941313,258.172895,257.165376,256.334960
48.735,414.569960,258.173146,257.164593,256.334818
48.832,414.392424,258.177728,257.168224,256.336377
48.959,414.523482,258.178658,257.164593,256.336909
49.058,414.677213,258.177728,257.168616,256.335350
49.177,415.084193,258.175902,257.168616,256.334570
49.305,415.014990,258.176153,257.169399,256.334818
49.400,415.055745,258.179697,257.166907,256.335350
49.522,414.777578,258.180985,257.167192,256.337157
49.623,414.667744,258.179697,257.167441,256.337936
49.744,414.693679,258.177477,257.165768,256.337688
49.868,414.567488,258.175651,257.164344,256.334960
49.970,414.912066,258.175651,257.166658,256.334570
50.091,415.089925,258.174076,257.166302,256.334180
50.188,414.798504,258.176403,257.165625,256.336377
50.308,415.082494,258.180484,257.166159,256.337547
50.414,415.167782,258.179697,257.166302,256.335350
50.532,414.865603,258.180233,257.165376,256.334570
50.661,414.820774,258.179446,257.167441,256.334676
50.757,414.858603,258.182560,257.169399,256.334676
50.878,415.063175,258.181522,257.169399,256.334180
50.978,415.194187,258.181773,257.165768,256.337688
51.098,415.297141,258.182560,257.164593,256.337405
51.226,415.415011,258.184923,257.164344,256.335350
51.324,415.374204,258.183241,257.166800,256.335350
51.444,415.473964,258.181773,257.164842,256.333790
51.544,415.563904,258.173146,257.163810,256.334428
51.668,415.841133,258.176690,257.164059,256.333790
51.768,415.290555,258.181522,257.165127,256.336129
51.892,414.527226,258.183241,257.164593,256.333153
51.995,414.750787,258.183241,257.164842,256.332373
52.110,414.956556,258.182990,257.167334,256.334038
52.236,415.024046,258.183241,257.169933,256.336129
52.337,414.765632,258.180985,257.168117,256.335881
52.457,407.827884,258.177728,257.164842,256.336909
52.559,388.076936,258.181272,257.164842,256.336625
52.679,387.037272,258.182560,257.166907,256.338716
52.806,381.071048,258.180735,257.166907,256.333897
52.906,390.359220,258.184028,257.166408,256.334322
53.025,402.194190,258.179697,257.165874,256.333294
53.127,415.813462,258.182560,257.168117,256.336129
53.251,435.212201,258.187393,257.165376,256.336129
53.349,440.510270,258.190937,257.165768,256.336129
53.474,440.556558,258.185066,257.166159,256.336129
53.575,441.386464,258.185317,257.169149,256.336909
53.700,441.450528,258.183491,257.168366,256.335881
53.801,443.620703,258.184028,257.170324,256.337157
53.921,444.490658,258.180985,257.167085,256.337405
54.027,445.778306,258.183778,257.164842,256.337830
54.147,446.599324,258.187680,257.169149,256.339885
54.273,446.071505,258.184279,257.166408,256.338326
54.367,444.478935,258.188861,257.167334,256.334818
54.497,445.020068,258.185961,257.164344,256.335102
54.595,445.276811,258.178909,257.165625,256.335598
54.717,445.102832,258.180735,257.165625,256.336909
54.818,444.052054,258.184279,257.167192,256.336129
54.939,445.083646,258.184529,257.169399,256.338574
55.044,445.503735,258.176940,257.168366,256.336625
55.164,445.049272,258.177191,257.170431,256.336625
55.297,444.803124,258.172895,257.168366,256.335881
55.385,444.322046,258.176940,257.167192,256.336377
55.516,444.477216,258.174864,257.164842,256.338184
55.616,444.672969,258.173396,257.167085,256.338184
55.735,441.730618,258.176690,257.164593,256.335456
55.840,441.948024,258.177477,257.164593,256.335102
55.961,443.286398,258.176940,257.164842,256.334428
56.061,443.858803,258.172609,257.166302,256.333790
56.185,443.545195,258.176940,257.165518,256.333649
