timestamp,MUX1_0_pF,MUX1_1_pF,MUX1_2_pF,MUX1_3_pF,MUX2_0_pF,MUX2_1_pF,MUX2_2_pF,MUX2_3_pF
90.768,309.079605,290.428044,294.299058,294.438267,306.900158,288.980520,292.747108,293.414832
91.123,309.080531,290.427790,294.298196,294.391220,306.901074,288.981403,292.744582,293.415734
91.471,309.083029,290.427494,294.297592,294.386473,306.918663,288.982832,292.746252,293.429951
91.846,309.084880,290.428340,294.303070,294.350182,306.901990,288.982244,292.751218,293.453020
92.184,309.086500,290.432023,294.301345,294.431274,306.908815,288.983883,292.746337,293.425613
92.544,309.085528,290.428933,294.302811,294.377497,306.905105,288.983715,292.746337,293.407272
92.901,309.088304,290.431727,294.302250,294.350787,306.908494,288.984303,292.748563,293.476521
93.249,309.087055,290.432319,294.300180,294.317910,306.906616,288.985017,292.749463,293.433903
93.614,309.087055,290.430668,294.301948,294.419404,306.907578,288.984303,292.744882,293.420029
93.964,309.087379,290.430584,294.301345,294.375728,306.906296,288.983715,292.749762,293.409334
94.284,309.088906,290.432023,294.302552,294.340906,306.909731,288.984849,292.747108,293.466080
94.671,309.088675,290.431134,294.299058,294.317349,306.910052,288.985144,292.750062,293.432787
95.006,309.086777,290.430668,294.299360,294.410038,306.908448,288.980815,292.746808,293.422305
95.358,309.084603,290.432615,294.300180,294.368737,306.908174,288.981991,292.746337,293.406413
95.700,309.083353,290.431854,294.300784,294.337670,306.908769,288.983126,292.746808,293.456543
96.081,309.083029,290.429229,294.301345,294.319118,306.907853,288.982538,292.744582,293.429049
96.442,309.082752,290.428044,294.298109,294.398212,306.906021,288.978041,292.742613,293.409634
96.777,309.080531,290.430372,294.298411,294.362696,306.907532,288.982244,292.744582,293.389706
97.128,309.083307,290.430372,294.301345,294.333916,306.908815,288.984303,292.747193,293.448423
97.469,309.085528,290.429229,294.300180,294.336246,306.908815,288.981403,292.745652,293.427890
97.844,309.080901,290.426901,294.299015,294.392601,306.906937,288.983126,292.744582,293.402161
98.191,309.077107,290.428636,294.298799,294.364983,306.911243,288.981991,292.743683,293.385368
98.531,309.080531,290.429525,294.298497,294.343753,306.902906,288.981109,292.746637,293.447048
98.918,309.080531,290.430287,294.300482,294.432439,306.904784,288.981991,292.746551,293.417495
99.263,309.077755,290.428636,294.300784,294.384186,306.906616,288.982244,292.745738,293.392326
99.618,309.080207,290.430668,294.298497,294.365932,306.919579,288.981403,292.745438,293.388804
99.971,309.086130,290.432912,294.300784,294.347248,306.909731,288.984765,292.748007,293.439960
100.320,309.079883,290.429525,294.302466,294.422296,306.906296,288.982244,292.746252,293.413371
100.654,309.084603,290.431430,294.302250,294.376893,306.910052,288.984177,292.746808,293.383908
101.009,309.083955,290.429822,294.299878,294.370204,306.908448,288.980226,292.746808,293.477981
101.388,309.083677,290.432700,294.298497,294.372275,306.907212,288.982244,292.746894,293.443225
101.724,309.079605,290.428340,294.298109,294.425533,306.907532,288.982538,292.745738,293.435665
102.083,309.078356,290.428636,294.298196,294.389710,306.905380,288.980815,292.745138,293.421232
102.424,309.078032,290.427028,294.297592,294.382503,306.904189,288.979091,292.743383,293.474716
102.800,309.073359,290.426435,294.295262,294.345825,306.901990,288.979470,292.744882,293.433689
103.159,309.072434,290.425250,294.295262,294.399075,306.899242,288.977158,292.739659,293.401474
103.493,309.073035,290.425250,294.296427,294.367054,306.900753,288.978503,292.742227,293.383608
103.847,309.072434,290.426605,294.297290,294.384488,306.900753,288.979091,292.744582,293.469517
104.215,309.073961,290.428636,294.300784,294.348413,306.900753,288.981109,292.745138,293.442624
104.576,309.075580,290.429229,294.299058,294.421130,306.903227,288.980520,292.745438,293.480516
104.912,309.075904,290.428933,294.297894,294.340000,306.903227,288.983126,292.745438,293.338477
105.256,309.076181,290.429525,294.297031,294.349276,306.905380,288.981109,292.746037,293.465221
105.612,309.082428,290.428340,294.298713,294.330680,306.905105,288.984177,292.744282,293.428706
105.971,309.073683,290.427197,294.296729,294.441504,306.902311,288.979764,292.744882,293.445846
106.317,309.078032,290.428044,294.299964,294.352556,306.912159,288.982244,292.746337,293.396664
106.703,309.077107,290.429822,294.296729,294.314373,306.903502,288.981991,292.746037,293.448724
107.038,309.076829,290.429525,294.296427,294.406585,306.903502,288.982832,292.744282,293.371068
107.393,309.073683,290.427578,294.293796,294.381640,306.903502,288.978335,292.741157,293.412469
107.737,309.072064,290.428933,294.294054,294.360107,306.918343,288.981109,292.745138,293.411095
108.118,309.074284,290.428340,294.294356,294.339741,306.902906,288.982244,292.742827,293.448122
108.460,309.073683,290.427494,294.297548,294.420008,306.901990,288.980815,292.743683,293.423208
108.798,309.075256,290.427578,294.300266,294.386862,306.903227,288.981403,292.742527,293.444385
109.148,309.073359,290.427790,294.296729,294.368219,306.902036,288.979638,292.744582,293.481719
109.532,309.073961,290.428340,294.296427,294.349061,306.903227,288.978923,292.743982,293.457058
109.871,309.070583,290.426012,294.297548,294.418843,306.898326,288.979638,292.740772,293.432228
110.221,309.072387,290.427578,294.297246,294.403434,306.904784,288.980226,292.742827,293.435364
110.575,309.072110,290.429822,294.300482,294.369686,306.901074,288.981403,292.747108,293.480216
110.918,309.071832,290.428636,294.297246,294.344056,306.904143,288.980226,292.748563,293.442624
111.292,309.072110,290.427578,294.294658,294.410944,306.901990,288.980352,292.743683,293.400916
111.642,309.074284,290.429229,294.297592,294.374347,306.902585,288.981403,292.743982,293.402676
111.992,309.073683,290.428340,294.298799,294.331543,306.901990,288.981403,292.743982,293.450786
112.336,309.071832,290.425843,294.295823,294.312992,306.899517,288.980058,292.741328,293.409634
112.718,309.075858,290.426308,294.296427,294.405722,306.902311,288.978629,292.741713,293.416292
113.058,309.071508,290.426901,294.294658,294.373139,306.900433,288.980815,292.743383,293.386270
113.413,309.075256,290.429822,294.298411,294.367054,306.898005,288.980352,292.744582,293.456757
113.760,309.074886,290.426901,294.296427,294.349363,306.897959,288.979932,292.742313,293.429866
114.103,309.072110,290.427790,294.297592,294.393206,306.902585,288.981697,292.743683,293.402676
114.457,309.073035,290.427875,294.297894,294.374865,306.906616,288.979932,292.742827,293.394602
114.852,309.072110,290.428340,294.297807,294.355792,306.901669,288.978923,292.743383,293.449884
115.165,309.068964,290.424404,294.295564,294.432526,306.898601,288.978335,292.741071,293.420029
115.518,309.070259,290.428044,294.298713,294.389451,306.898601,288.979091,292.742613,293.403235
115.872,309.074284,290.430287,294.296729,294.367917,306.914953,288.981991,292.742527,293.401775
116.226,309.069334,290.425462,294.296427,294.351347,306.895486,288.979764,292.743683,293.445545
116.580,309.069611,290.426605,294.294960,294.422857,306.896768,288.975729,292.741928,293.414832
116.948,309.069981,290.424107,294.295823,294.380949,306.894891,288.977746,292.741071,293.397265
117.303,309.069658,290.423218,294.292976,294.358855,306.896448,288.976023,292.737604,293.474243
117.660,309.067113,290.423515,294.293839,294.339137,306.893379,288.976612,292.742313,293.437426
118.011,309.068686,290.425250,294.293537,294.414699,306.891181,288.977158,292.740857,293.414058
118.361,309.068038,290.424954,294.295823,294.374347,306.887196,288.976318,292.740772,293.398339
118.715,309.068686,290.425462,294.293839,294.355403,306.890265,288.977158,292.742313,293.466381
119.061,309.068964,290.426139,294.295823,294.337454,306.892097,288.978923,292.745138,293.435665
119.416,309.070259,290.426012,294.295564,294.406887,306.892463,288.977158,292.739659,293.415433
119.782,309.068686,290.424107,294.292070,294.371369,306.888432,288.977452,292.738203,293.405296
120.135,309.071832,290.426308,294.295823,294.348715,306.889944,288.976864,292.743683,293.464319
120.486,309.073035,290.427282,294.297031,294.323734,306.889349,288.979470,292.741928,293.429350
120.840,309.072434,290.426732,294.295823,294.397004,306.889349,288.979470,292.741713,293.418869
121.199,309.069981,290.425546,294.294356,294.371369,306.887791,288.977746,292.742313,293.400916
121.535,309.073961,290.427282,294.294356,294.342675,306.885318,288.980058,292.742527,293.458218
121.889,309.077431,290.429525,294.297548,294.333614,306.883165,288.981109,292.744582,293.430166
122.276,309.072758,290.429822,294.296729,294.393249,306.884081,288.981697,292.743383,293.418869
122.606,309.073035,290.427578,294.298497,294.365630,306.889349,288.979386,292.743982,293.409334
122.970,309.075580,290.428933,294.298799,294.342287,306.881013,288.980646,292.744582,293.451344
123.314,309.074978,290.430118,294.299964,294.433044,306.880051,288.980815,292.743982,293.428706
123.675,309.078958,290.430118,294.299964,294.387941,306.882570,288.981109,292.743982,293.415734
124.019,309.081179,290.428933,294.299015,294.359460,306.908815,288.979764,292.741928,293.408561
124.385,309.080207,290.428636,294.298196,294.344056,306.886280,288.978923,292.743083,293.451044
124.745,309.087101,290.430372,294.299360,294.422857,306.896173,288.982244,292.744582,293.425226
125.109,309.084279,290.426605,294.298196,294.384790,306.895211,288.979470,292.741628,293.408732
125.462,309.086454,290.429822,294.298799,294.360107,306.897639,288.981697,292.743683,293.482278
125.782,309.090525,290.430118,294.298109,294.343840,306.902311,288.979932,292.748307,293.446361
126.136,309.093950,290.429229,294.297290,294.417073,306.901074,288.981697,292.741157,293.420330
126.489,309.093950,290.428636,294.297548,294.380949,306.907853,288.979764,292.743083,293.403321
126.843,309.099271,290.430372,294.300180,294.359762,306.910052,288.981697,292.745438,293.471880
127.197,309.103621,290.429822,294.299878,294.349880,306.914312,288.980815,292.742013,293.439488
127.551,309.105518,290.431261,294.298497,294.408009,306.913716,288.980646,292.743683,293.413457
127.939,309.106444,290.429525,294.298713,294.358942,306.918022,288.982244,292.741628,293.384123
128.259,309.112969,290.431134,294.300482,294.361833,306.924206,288.982244,292.744882,293.464018
128.613,309.113246,290.428340,294.299576,294.346127,306.921778,288.980352,292.745438,293.437727
128.986,309.118568,290.429822,294.298109,294.398730,306.927917,288.979932,292.743683,293.407057
129.323,309.117967,290.430880,294.302250,294.382158,306.924527,288.982538,292.746808,293.392326
129.697,309.121993,290.430584,294.298109,294.362092,306.921458,288.981403,292.745138,293.457144
130.029,309.131989,290.428933,294.299317,294.352254,306.934101,288.979932,292.744282,293.429565
130.382,309.126066,290.428044,294.297031,294.391479,306.927871,288.981109,292.743212,293.400100
130.736,309.129490,290.427197,294.297807,294.373139,306.923290,288.979764,292.742827,293.390007
131.090,309.112598,290.428340,294.297548,294.360107,306.818094,288.977915,292.742827,293.446662
131.446,309.119216,290.431727,294.301948,294.442411,306.827297,288.980520,292.743982,293.419170
131.798,309.122919,290.430372,294.298196,294.388847,306.827938,288.979091,292.741328,293.393743
132.155,309.124770,290.427494,294.297894,294.369125,306.849826,288.977746,292.739958,293.399241
132.506,309.126991,290.429525,294.300482,294.356310,306.834440,288.977746,292.743982,293.443784
132.860,309.133517,290.429525,294.297290,294.430410,306.842133,288.977452,292.738802,293.415734
133.214,309.133841,290.428340,294.296427,294.384186,306.842728,288.978503,292.742313,293.397737
133.605,309.140691,290.431557,294.300180,294.367917,306.846758,288.982538,292.743683,293.475317
133.962,309.144763,290.431557,294.302552,294.356871,306.856008,288.980646,292.745738,293.442022
134.276,309.146013,290.432446,294.301345,294.420526,306.859122,288.980058,292.743683,293.414746
134.629,309.150688,290.430965,294.301948,294.381640,306.864068,288.980941,292.744582,293.400916
135.000,309.155363,290.435240,294.303329,294.356871,306.869243,288.984303,292.744882,293.466080
135.351,309.164065,290.434944,294.302811,294.345825,306.875792,288.983883,292.746808,293.436524
135.703,309.167536,290.433462,294.304235,294.414699,306.878860,288.981109,292.746637,293.419814
136.048,309.168138,290.430668,294.301345,294.364681,306.884081,288.980646,292.744282,293.396277
136.404,309.172489,290.433758,294.302552,294.351347,306.886280,288.981991,292.745438,293.460882
136.765,309.177489,290.434351,294.303631,294.329559,306.895532,288.982832,292.745438,293.431627
137.136,309.180312,290.429229,294.299015,294.407491,306.897364,288.979091,292.742013,293.424969
137.487,309.186562,290.433462,294.304019,294.352254,306.905700,288.981991,292.746037,293.364498
137.838,309.191562,290.432912,294.304882,294.359762,306.909365,288.980226,292.748092,293.462342
138.205,309.200913,290.434351,294.304235,294.346731,306.913716,288.983588,292.746894,293.437984
138.556,309.202765,290.432996,294.301345,294.396140,306.918663,288.984177,292.744282,293.408174
138.892,309.206561,290.433293,294.301086,294.373743,306.933139,288.981403,292.743383,293.410236
139.265,309.210543,290.431557,294.300180,294.346946,306.932223,288.979386,292.742827,293.449798
139.584,309.216191,290.432023,294.298497,294.433907,306.939644,288.981403,292.743383,293.435063
139.938,309.219618,290.427494,294.297807,294.390314,306.942439,288.979217,292.741071,293.406499
140.292,309.224942,290.429525,294.299015,294.365069,306.963743,288.978041,292.741071,293.400400
140.646,309.231471,290.430372,294.299058,294.353419,306.954167,288.979764,292.744582,293.446060
141.001,309.239898,290.434055,294.299878,294.425749,306.963101,288.981109,292.744282,293.419256
141.354,309.248048,290.434351,294.301345,294.391997,306.974235,288.983715,292.746894,293.408818
141.722,309.254577,290.434944,294.304839,294.372880,306.980421,288.984597,292.748863,293.483094
142.071,309.261755,290.433208,294.299662,294.355705,306.989035,288.980815,292.744582,293.444084
142.428,309.266432,290.434351,294.302250,294.418238,306.994580,288.983294,292.745438,293.414832
142.783,309.275139,290.434944,294.301086,294.385092,307.002003,288.982832,292.746894,293.398339
143.138,309.284818,290.432912,294.302552,294.375124,307.011260,288.984009,292.746337,293.474716
143.490,309.290468,290.433293,294.303329,294.361833,307.021113,288.981109,292.746037,293.440261
143.835,309.296397,290.433758,294.306305,294.412109,307.027346,288.983420,292.749163,293.411696
144.197,309.307003,290.433462,294.303717,294.364681,307.036008,288.983126,292.747493,293.382921
144.551,309.314785,290.434055,294.303329,294.373139,307.042425,288.983420,292.748307,293.470420
144.908,309.321316,290.434351,294.301647,294.351952,307.053884,288.984471,292.747407,293.440562
145.260,309.331322,290.434351,294.302250,294.405722,307.061264,288.981403,292.745738,293.409033
145.619,309.336974,290.430965,294.301948,294.387466,307.071761,288.982538,292.745652,293.397480
145.977,309.345683,290.433208,294.301647,294.368737,307.077353,288.983588,292.746808,293.463545
146.310,309.359767,290.432319,294.301948,294.353634,307.085376,288.982832,292.744882,293.433603
146.662,309.363751,290.432150,294.303415,294.399377,307.097708,288.982244,292.746037,293.409033
147.016,309.371906,290.431430,294.301647,294.381338,307.115955,288.982244,292.745438,293.408732
147.401,309.384416,290.432912,294.300180,294.361229,307.119394,288.983294,292.745738,293.458820
147.765,309.391552,290.433758,294.301345,294.448152,307.127372,288.982538,292.746037,293.433087
148.098,309.402488,290.435536,294.306003,294.397306,307.140991,288.984765,292.749163,293.412255
148.432,309.419680,290.435790,294.304321,294.375512,307.170936,288.987623,292.748092,293.419471
148.786,309.425937,290.434055,294.302466,294.358338,307.166304,288.982832,292.748863,293.457660
149.140,309.439006,290.435790,294.304321,294.437188,307.174972,288.984009,292.747108,293.433388
149.522,309.452123,290.433462,294.301647,294.389710,307.190382,288.985606,292.745952,293.416893
149.866,309.464545,290.432912,294.303113,294.366450,307.202124,288.985438,292.747193,293.480516
150.205,309.475809,290.431854,294.303631,294.341769,307.215151,288.982538,292.748563,293.448122
150.570,309.489947,290.435536,294.303631,294.429590,307.232124,288.983715,292.747793,293.432787
150.912,309.507101,290.437145,294.304235,294.393206,307.245749,288.984303,292.748863,293.426988
151.263,309.521427,290.436087,294.306305,294.362394,307.261210,288.986488,292.750362,293.477079
151.644,309.541133,290.436087,294.306866,294.345825,307.280664,288.989262,292.750362,293.449884
151.982,309.557409,290.438118,294.307470,294.422857,307.299203,288.987077,292.751518,293.437984
152.337,309.572666,290.435240,294.306305,294.378662,307.318385,288.988800,292.748863,293.412770
152.679,309.595206,290.438118,294.307168,294.347594,307.336927,288.988212,292.752374,293.470420
153.053,309.609909,290.438626,294.306607,294.282149,307.357948,288.988086,292.751817,293.405296
153.397,309.623964,290.436679,294.310404,294.462139,307.373418,288.985438,292.753787,293.466682
153.741,309.639225,290.437441,294.307470,294.362092,307.387006,288.988212,292.752973,293.349469
154.094,309.657736,290.436087,294.307772,294.412109,307.407436,288.988212,292.752674,293.521682
154.449,309.684553,290.439177,294.308074,294.316228,307.425067,288.989977,292.752888,293.413371
154.827,309.695226,290.438711,294.308074,294.444958,307.449541,288.990986,292.753573,293.435751
155.184,309.713045,290.440066,294.307772,294.421993,307.475488,288.991280,292.753273,293.434848
155.524,309.740565,290.439177,294.307168,294.268519,307.488807,288.988674,292.750918,293.428405
155.876,309.764051,290.439769,294.308074,294.445864,307.514208,288.989851,292.750618,293.417409
156.231,309.788746,290.440658,294.309843,294.410642,307.540162,288.989683,292.753787,293.428104
156.581,309.813072,290.439473,294.310619,294.394155,307.581053,288.989683,292.753187,293.427589
156.926,309.839306,290.441505,294.308074,294.366752,307.586613,288.989388,292.753273,293.455898
157.306,309.859969,290.441801,294.310619,294.441461,307.610738,288.990229,292.753872,293.433903
157.645,309.888484,290.442860,294.309757,294.369039,307.643921,288.993886,292.754943,293.369479
157.998,309.917652,290.439177,294.308851,294.397004,307.666535,288.990229,292.751518,293.499594
158.341,309.944455,290.437864,294.309153,294.376893,307.691267,288.989094,292.754044,293.463245
158.714,309.966709,290.439769,294.307772,294.383021,307.716692,288.989094,292.753273,293.287045
159.065,309.997375,290.439769,294.308592,294.370895,307.743958,288.990986,292.755242,293.371454
159.403,310.022468,290.439769,294.310102,294.398989,307.770263,288.988968,292.753573,293.496715
159.796,310.052120,290.440362,294.313294,294.420612,307.797214,288.991574,292.756398,293.475017
160.130,310.078149,290.442394,294.312690,294.444699,307.829782,288.991280,292.756099,293.479356
160.476,310.111109,290.440658,294.310059,294.386171,307.859823,288.993592,292.754643,293.411610
160.819,310.136820,290.442860,294.312129,294.396960,307.883059,288.993297,292.755842,293.493020
161.194,310.167138,290.439473,294.311525,294.371456,307.913476,288.991112,292.756099,293.466682
161.530,310.196577,290.443283,294.312388,294.427821,307.946935,288.992163,292.756698,293.440261
161.905,310.224764,290.446373,294.313294,294.412109,307.980124,288.998383,292.758068,293.433087
162.234,310.258676,290.445188,294.312690,294.390314,308.006181,288.994180,292.757854,293.494782
162.613,310.295572,290.445781,294.313294,294.372880,308.035050,288.997248,292.759053,293.466897
162.947,310.315395,290.444130,294.314373,294.428382,308.064199,288.997248,292.760423,293.446662
163.296,310.349183,290.444595,294.314977,294.403132,308.106387,288.993003,292.757854,293.442323
163.677,310.383161,290.446077,294.312690,294.333916,308.129051,288.996197,292.760723,293.481419
164.020,310.418216,290.447516,294.317651,294.483381,308.164755,288.999266,292.764148,293.495039
164.381,310.449272,290.448278,294.315365,294.463262,308.197055,288.997543,292.759824,293.480516
164.732,310.484384,290.445188,294.311223,294.408570,308.249548,288.996071,292.756998,293.454481
165.069,310.524300,290.444595,294.312129,294.383323,308.259412,288.997837,292.757768,293.484254
165.451,310.547824,290.444426,294.312992,294.460369,308.291404,288.992751,292.757512,293.467197
165.791,310.589568,290.444595,294.313596,294.410038,308.330547,288.996071,292.760123,293.380773
166.140,310.625961,290.446077,294.317047,294.385912,308.363795,288.996660,292.762178,293.515021
166.484,310.668420,290.447516,294.318212,294.364163,308.405442,288.998677,292.765304,293.494696
166.835,310.705106,290.449464,294.318816,294.465895,308.447420,288.999560,292.764747,293.506555
167.216,310.743057,290.447220,294.316141,294.422857,308.484423,289.000317,292.761879,293.428190
167.560,310.785539,290.448109,294.317651,294.384186,308.519495,288.999560,292.762992,293.502516
167.909,310.827329,290.448278,294.317651,294.261834,308.560895,288.999854,292.763934,293.441550
168.251,310.868194,290.448278,294.320499,294.484244,308.599395,289.000022,292.763634,293.510982
168.642,310.906827,290.451792,294.319895,294.410944,308.635547,289.003511,292.765903,293.466682
168.989,310.948360,290.452342,294.321664,294.400197,308.675353,289.003217,292.766503,293.533285
169.318,310.985420,290.450903,294.322268,294.433346,308.704913,289.003763,292.765133,293.502043
169.680,311.020339,290.451496,294.323432,294.431921,308.744778,289.003217,292.766803,293.404996
170.020,311.056851,290.451792,294.321664,294.457218,308.781786,289.003511,292.767959,293.413071
170.401,311.092062,290.452342,294.325503,294.472328,308.805168,289.002923,292.770014,293.533500
170.741,311.133911,290.453993,294.324036,294.412411,308.840060,289.005697,292.767873,293.464619
171.097,311.160398,290.452639,294.325719,294.463046,308.875235,289.004646,292.770785,293.436824
171.440,311.194037,290.452808,294.323432,294.435116,308.916981,289.004058,292.769928,293.477981
171.809,311.226839,290.454882,294.326668,294.417936,308.934413,289.005108,292.771384,293.520522
172.164,311.255394,290.455433,294.326625,294.512397,308.967384,289.007126,292.772283,293.491817
172.509,311.284093,290.457465,294.328955,294.477250,309.001377,289.010783,292.771384,293.528644
172.851,311.309943,290.456322,294.323734,294.420008,309.048144,289.008303,292.769714,293.472181
173.229,311.341735,290.456322,294.325719,294.344660,309.052215,289.005234,292.772540,293.485715
173.570,311.370445,290.455136,294.327790,294.505790,309.083955,289.007420,292.771084,293.509220
173.924,311.399346,290.456914,294.328696,294.473494,309.113570,289.011077,292.772840,293.485543
174.267,311.424930,290.456618,294.330163,294.421476,309.136062,289.008303,292.773439,293.543901
174.638,311.455522,290.458354,294.330939,294.481913,309.165361,289.010026,292.777764,293.546265
174.993,311.476901,290.461741,294.330163,294.475177,309.189988,289.010321,292.773653,293.476220
175.342,311.500202,290.459116,294.328696,294.393249,309.214339,289.009732,292.772283,293.370853
175.683,311.528605,290.458354,294.330163,294.445260,309.235268,289.011371,292.773140,293.560707
176.067,311.553829,290.458354,294.330163,294.466802,309.257680,289.010321,292.772283,293.540162
176.412,311.569930,290.458650,294.330465,294.466802,309.278288,289.010489,292.773953,293.475618
176.752,311.592351,290.459793,294.330465,294.460671,309.302001,289.011666,292.773739,293.446060
177.110,311.614680,290.460852,294.329559,294.442929,309.320112,289.011918,292.773653,293.543901
177.452,311.634905,290.460301,294.331630,294.393206,309.340958,289.010909,292.774210,293.487219
177.843,311.650917,290.461741,294.333010,294.507820,309.358748,289.012506,292.777165,293.503118
178.178,311.669319,290.458523,294.332147,294.479322,309.379412,289.010783,292.777464,293.521596
178.527,311.682525,290.463180,294.331026,294.408657,309.388401,289.013683,292.775966,293.526882
178.868,311.705894,290.461444,294.330939,294.411246,309.403739,289.014272,292.777464,293.533758
179.247,311.712498,290.462333,294.334218,294.487137,309.421209,289.015281,292.777464,293.504579
179.593,311.728563,290.461444,294.331845,294.451994,309.447441,289.016458,292.776565,293.495856
179.944,311.739617,290.465974,294.335081,294.432439,309.445912,289.015701,292.778535,293.552325
180.284,311.749735,290.462630,294.334218,294.524359,309.455274,289.012801,292.777165,293.534962
180.661,311.754513,290.463180,294.335081,294.454282,309.463386,289.014272,292.778321,293.485243
181.005,311.766506,290.460301,294.332708,294.415864,309.489298,289.015113,292.777165,293.455984
181.356,311.775266,290.461741,294.333916,294.438871,309.480583,289.012506,292.778021,293.543084
181.699,311.784777,290.465720,294.336548,294.514772,309.491431,289.015869,292.779691,293.514720
182.085,311.794897,290.464239,294.334779,294.481308,309.497736,289.014818,292.777165,293.496801
182.442,311.800613,290.465720,294.335987,294.464514,309.503392,289.017130,292.780376,293.572269
182.761,311.809094,290.464535,294.335901,294.407491,309.514611,289.015575,292.780890,293.514720
183.142,311.814155,290.464366,294.336850,294.505488,309.521195,289.017719,292.781190,293.486618
183.474,311.821418,290.466567,294.335987,294.492664,309.528057,289.017046,292.779520,293.531223
183.837,311.825541,290.464958,294.336548,294.444699,309.533667,289.018181,292.782046,293.556666
184.190,311.831821,290.465974,294.339741,294.408959,309.537423,289.016458,292.781190,293.519619
184.543,311.838475,290.465974,294.339137,294.506654,309.544610,289.015407,292.780976,293.530922
184.885,311.839787,290.464535,294.335081,294.435418,309.549294,289.014524,292.779434,293.466381
185.258,311.846020,290.465128,294.335901,294.409779,309.552076,289.015407,292.778321,293.549789
185.609,311.847895,290.464831,294.336246,294.447332,309.554627,289.016752,292.777464,293.555506
185.959,311.849816,290.462884,294.335081,294.499054,309.558336,289.012801,292.780290,293.521080
186.300,311.857409,290.464831,294.336246,294.450224,309.568585,289.015113,292.780076,293.474716
186.655,311.863408,290.464535,294.334477,294.472328,309.568353,289.017593,292.780076,293.564231
187.032,311.872266,290.464535,294.335685,294.460974,309.574614,289.015407,292.778021,293.520780
187.371,311.862751,290.463773,294.333916,294.459549,309.573686,289.013978,292.778321,293.447521
187.720,311.864626,290.463688,294.334779,294.473796,309.584631,289.014524,292.776265,293.470119
188.104,311.870625,290.464831,294.337454,294.465593,309.576747,289.017298,292.780376,293.552626
188.441,311.873531,290.466271,294.336246,294.523538,309.581478,289.017298,292.779434,293.500196
188.797,311.876625,290.468049,294.335987,294.483078,309.581756,289.018475,292.779434,293.463717
189.153,311.880750,290.465128,294.338835,294.509245,309.605827,289.017425,292.783502,293.533844
189.491,311.886468,290.468599,294.337670,294.465593,309.590846,289.018475,292.781447,293.540463
189.839,311.883890,290.466863,294.335987,294.507820,309.589872,289.017046,292.778321,293.469217
190.219,311.886468,290.468896,294.339137,294.494736,309.591774,289.020199,292.784615,293.515580
190.561,311.889562,290.468303,294.340302,294.453764,309.596783,289.021376,292.782945,293.569132
190.911,311.890874,290.465128,294.337756,294.405419,309.595484,289.017593,292.784401,293.522842
191.269,311.897530,290.466567,294.338317,294.531657,309.599890,289.017130,292.779434,293.528558
191.627,311.897530,290.466271,294.337756,294.489771,309.599890,289.018013,292.780676,293.530621
191.962,311.895562,290.465720,294.336850,294.439734,309.600215,289.018475,292.780976,293.552024
