row_index,col_index,capacitance_pF
0,0,49580.85667086369
0,0,49580.85667086369
0,1,47842.8489490615
0,1,47842.8489490615
0,2,49539.983901033775
0,2,49539.983901033775
0,3,47775.23925992787
0,3,47775.23925992787
0,4,45351.78755916302
0,4,45351.78755916302
0,5,45440.577736127634
0,5,45440.577736127634
0,6,45053.14630029866
0,6,45053.14630029866
0,7,44936.80059271595
0,7,44936.80059271595
1,0,49574.1652577226
1,0,49574.1652577226
1,1,47843.39765473434
1,1,47843.39765473434
1,2,49563.96850103331
1,2,49563.96850103331
1,3,47766.322271554534
1,3,47766.322271554534
1,4,45339.36006431898
1,4,45339.36006431898
1,5,45424.460132452536
1,5,45424.460132452536
1,6,45037.803863307876
1,6,45037.803863307876
1,7,44922.23612555843
1,7,44922.23612555843
2,0,50325.265546471564
2,0,50325.265546471564
2,1,48582.28914399265
2,1,48582.28914399265
2,2,50322.58391450756
2,2,50322.58391450756
2,3,48518.72674017452
2,3,48518.72674017452
2,4,46058.478823891455
2,4,46058.478823891455
2,5,46147.06944839641
2,5,46147.06944839641
2,6,45752.80295943136
2,6,45752.80295943136
2,7,45634.16429287875
2,7,45634.16429287875
3,0,50304.07842738865
3,0,50304.07842738865
3,1,48553.5477954034
3,1,48553.5477954034
3,2,50296.32601384282
3,2,50296.32601384282
3,3,48488.472469202425
3,3,48488.472469202425
3,4,46040.78346542691
3,4,46040.78346542691
3,5,46131.511242036126
3,5,46131.511242036126
3,6,45738.834728423855
3,6,45738.834728423855
3,7,45621.968925635716
3,7,45621.968925635716
4,0,45269.516057710964
4,0,45269.516057710964
4,1,43446.2499867665
4,1,43446.2499867665
4,2,45253.84882791495
4,2,45253.84882791495
4,3,43353.54765546469
4,3,43353.54765546469
4,4,40900.588755622775
4,4,40900.588755622775
4,5,40987.799559903004
4,5,40987.799559903004
4,6,40602.47215360591
4,6,40602.47215360591
4,7,40487.18564205859
4,7,40487.18564205859
5,0,45350.11491975737
5,0,45350.11491975737
5,1,43524.79689104357
5,1,43524.79689104357
5,2,45332.1437226833
5,2,45332.1437226833
5,3,43430.13181903286
5,3,43430.13181903286
5,4,40978.36077396058
5,4,40978.36077396058
5,5,41064.99417462891
5,5,41064.99417462891
5,6,40680.503142043846
5,6,40680.503142043846
5,7,40565.26732016705
5,7,40565.26732016705
6,0,44965.2084275196
6,0,44965.2084275196
6,1,43148.28134312161
6,1,43148.28134312161
6,2,44947.2459726803
6,2,44947.2459726803
6,3,43055.1252114798
6,3,43055.1252114798
6,4,40604.03863252241
6,4,40604.03863252241
6,5,40690.576049159965
6,5,40690.576049159965
6,6,40305.2051573606
6,6,40305.2051573606
6,7,40190.0805365945
6,7,40190.0805365945
7,0,44881.50837394279
7,0,44881.50837394279
7,1,43065.90829216553
7,1,43065.90829216553
7,2,44859.96504635351
7,2,44859.96504635351
7,3,42971.78724948145
7,3,42971.78724948145
7,4,40519.727352902475
7,4,40519.727352902475
7,5,40606.53478623411
7,5,40606.53478623411
7,6,40220.81632127779
7,6,40220.81632127779
7,7,40105.861390068145
7,7,40105.861390068145
0,0,49583.28626090459
0,0,49583.28626090459
0,1,47836.37327253595
0,1,47836.37327253595
0,2,49565.23086946558
0,2,49565.23086946558
0,3,47774.26863871276
0,3,47774.26863871276
0,4,45353.7595510771
0,4,45353.7595510771
0,5,45445.23381945552
0,5,45445.23381945552
0,6,45060.38731058856
0,6,45060.38731058856
0,7,44945.565383146095
0,7,44945.565383146095
1,0,49590.11111887977
1,0,49590.11111887977
1,1,47861.219092162704
1,1,47861.219092162704
1,2,49587.97052333332
1,2,49587.97052333332
1,3,47788.988755718136
1,3,47788.988755718136
1,4,45364.174108144754
1,4,45364.174108144754
1,5,45455.1794548224
1,5,45455.1794548224
1,6,45067.911300208034
1,6,45067.911300208034
1,7,44951.4630019246
1,7,44951.4630019246
2,0,50334.72920470928
2,0,50334.72920470928
2,1,48610.468512120075
2,1,48610.468512120075
2,2,50300.2512894251
2,2,50300.2512894251
2,3,48545.27875628814
2,3,48545.27875628814
2,4,46079.987621558175
2,4,46079.987621558175
2,5,46169.60184866992
2,5,46169.60184866992
2,6,45774.61925116608
2,6,45774.61925116608
2,7,45658.22866611311
2,7,45658.22866611311
3,0,50334.397258731915
3,0,50334.397258731915
3,1,48588.32977123415
3,1,48588.32977123415
3,2,50320.53023429934
3,2,50320.53023429934
3,3,48522.7259857825
3,3,48522.7259857825
3,4,46067.74665599153
3,4,46067.74665599153
3,5,46157.85300377308
3,5,46157.85300377308
3,6,45764.19526188173
3,6,45764.19526188173
3,7,45647.1470834256
3,7,45647.1470834256
4,0,45262.614742162135
4,0,45262.614742162135
4,1,43449.14228059375
4,1,43449.14228059375
4,2,45250.32329266852
4,2,45250.32329266852
4,3,43358.09467280883
4,3,43358.09467280883
4,4,40901.351053356535
4,4,40901.351053356535
4,5,40988.682965107306
4,5,40988.682965107306
4,6,40603.557629352006
4,6,40603.557629352006
4,7,40488.3765275833
4,7,40488.3765275833
5,0,45340.686954388555
5,0,45340.686954388555
5,1,43527.026078139286
5,1,43527.026078139286
5,2,45297.93365690342
5,2,45297.93365690342
5,3,43436.53198084936
5,3,43436.53198084936
5,4,40978.47939768347
5,4,40978.47939768347
5,5,41064.65701048772
5,5,41064.65701048772
5,6,40679.64923585464
5,6,40679.64923585464
5,7,40564.86489401046
5,7,40564.86489401046
6,0,44971.70088321542
6,0,44971.70088321542
6,1,43153.038241261784
6,1,43153.038241261784
6,2,44913.304234705494
6,2,44913.304234705494
6,3,43061.65562589273
6,3,43061.65562589273
6,4,40603.47962964326
6,4,40603.47962964326
6,5,40690.960784497714
6,5,40690.960784497714
6,6,40306.298020269554
6,6,40306.298020269554
6,7,40191.130313223424
6,7,40191.130313223424
7,0,44878.781564384946
