row_index,col_index,raw_value
3,7,11785150
3,7,11785150
4,0,11802313
4,0,11802313
4,1,12058681
4,1,12058681
4,2,11801350
4,2,11801350
4,3,12045938
4,3,12045938
4,4,12447260
4,4,12447260
4,5,12434381
4,5,12434381
4,6,12493098
4,6,12493098
4,7,12511162
4,7,12511162
5,0,11793381
5,0,11793381
5,1,12048859
5,1,12048859
5,2,11792907
5,2,11792907
5,3,12037094
5,3,12037094
5,4,12435650
5,4,12435650
5,5,12422855
5,5,12422855
5,6,12481295
5,6,12481295
5,7,12499302
5,7,12499302
6,0,11842780
6,0,11842780
6,1,12100912
6,1,12100912
6,2,11842876
6,2,11842876
6,3,12090002
6,3,12090002
6,4,12492809
6,4,12492809
6,5,12479845
6,5,12479845
6,6,12539106
6,6,12539106
6,7,12557399
6,7,12557399
7,0,11854150
7,0,11854150
7,1,12112566
7,1,12112566
7,2,11852708
7,2,11852708
7,3,12099143
7,3,12099143
7,4,12505666
7,4,12505666
7,5,12492637
7,5,12492637
7,6,12552133
7,6,12552133
7,7,12570547
7,7,12570547
0,0,11275178
0,0,11275178
0,1,11489310
0,1,11489310
0,2,11273840
0,2,11273840
0,3,11474138
0,3,11474138
0,4,11818882
0,4,11818882
0,5,11807855
0,5,11807855
0,6,11858693
0,6,11858693
0,7,11876207
0,7,11876207
1,0,11279167
1,0,11279167
1,1,11492922
1,1,11492922
1,2,11276991
1,2,11276991
1,3,11476246
1,3,11476246
1,4,11820340
1,4,11820340
1,5,11808664
1,5,11808664
1,6,11856810
1,6,11856810
1,7,11866606
1,7,11866606
2,0,11181957
2,0,11181957
2,1,11385952
2,1,11385952
2,2,11174949
2,2,11174949
2,3,11360242
2,3,11360242
2,4,11604811
2,4,11604811
2,5,11569942
2,5,11569942
2,6,11614873
2,6,11614873
2,7,11627401
2,7,11627401
3,0,11024754
3,0,11024754
3,1,11215954
3,1,11215954
3,2,11005633
3,2,11005633
3,3,11201260
3,3,11201260
3,4,11702714
3,4,11702714
3,5,11676678
3,5,11676678
3,6,11695400
3,6,11695400
3,7,11700320
3,7,11700320
4,0,11800839
4,0,11800839
4,1,12055661
4,1,12055661
4,2,11800971
4,2,11800971
4,3,12045124
4,3,12045124
4,4,12447831
4,4,12447831
4,5,12434840
4,5,12434840
4,6,12493533
4,6,12493533
4,7,12511707
4,7,12511707
5,0,11792334
5,0,11792334
5,1,12046909
5,1,12046909
5,2,11791423
5,2,11791423
5,3,12033831
5,3,12033831
5,4,12436108
5,4,12436108
5,5,12423365
5,5,12423365
5,6,12481834
5,6,12481834
5,7,12499891
5,7,12499891
6,0,11842814
6,0,11842814
6,1,12098567
6,1,12098567
6,2,11842061
6,2,11842061
6,3,12084073
6,3,12084073
6,4,12493229
6,4,12493229
6,5,12480268
6,5,12480268
6,6,12539496
6,6,12539496
6,7,12557869
6,7,12557869
7,0,11857623
7,0,11857623
7,1,12113368
7,1,12113368
7,2,11857418
7,2,11857418
7,3,12103902
7,3,12103902
7,4,12506196
7,4,12506196
7,5,12493193
7,5,12493193
7,6,12552657
7,6,12552657
7,7,12571039
7,7,12571039
0,0,11294097
0,0,11294097
0,1,11499216
0,1,11499216
0,2,11287632
0,2,11287632
0,3,11486416
0,3,11486416
0,4,11826435
0,4,11826435
0,5,11815041
0,5,11815041
0,6,11865654
0,6,11865654
0,7,11881322
0,7,11881322
1,0,11289532
1,0,11289532
1,1,11499355
1,1,11499355
1,2,11288101
1,2,11288101
1,3,11488848
1,3,11488848
1,4,11830808
1,4,11830808
1,5,11819372
1,5,11819372
1,6,11869841
1,6,11869841
1,7,11889019
1,7,11889019
2,0,11201334
2,0,11201334
2,1,11405733
2,1,11405733
2,2,11199894
2,2,11199894
2,3,11393546
2,3,11393546
2,4,11730735
2,4,11730735
2,5,11719560
2,5,11719560
2,6,11769794
2,6,11769794
2,7,11785111
2,7,11785111
3,0,11203302
3,0,11203302
3,1,11408206
3,1,11408206
3,2,11201174
3,2,11201174
3,3,11396326
3,3,11396326
3,4,11732143
3,4,11732143
3,5,11721018
3,5,11721018
3,6,11771153
3,6,11771153
3,7,11786374
3,7,11786374
4,0,11806471
4,0,11806471
4,1,12059711
4,1,12059711
4,2,11805937
4,2,11805937
4,3,12050482
4,3,12050482
4,4,12447781
4,4,12447781
4,5,12435055
4,5,12435055
4,6,12493711
4,6,12493711
4,7,12511876
4,7,12511876
5,0,11798806
5,0,11798806
5,1,12050332
5,1,12050332
5,2,11797488
5,2,11797488
5,3,12041691
5,3,12041691
5,4,12436281
5,4,12436281
5,5,12423555
5,5,12423555
5,6,12481956
5,6,12481956
5,7,12499921
5,7,12499921
6,0,11848546
6,0,11848546
6,1,12102797
6,1,12102797
6,2,11847434
6,2,11847434
6,3,12094086
6,3,12094086
6,4,12493315
6,4,12493315
6,5,12480396
6,5,12480396
6,6,12539630
6,6,12539630
6,7,12558007
6,7,12558007
7,0,11859816
7,0,11859816
7,1,12114567
7,1,12114567
7,2,11858602
7,2,11858602
7,3,12105484
7,3,12105484
7,4,12506190
7,4,12506190
7,5,12493199
7,5,12493199
7,6,12552639
7,6,12552639
7,7,12571137
7,7,12571137
0,0,11278666
0,0,11278666
0,1,11488303
0,1,11488303
0,2,11270276
0,2,11270276
0,3,11469954
0,3,11469954
0,4,11811274
0,4,11811274
0,5,11799320
0,5,11799320
0,6,11849847
0,6,11849847
0,7,11866273
0,7,11866273
1,0,11271999
1,0,11271999
1,1,11494875
1,1,11494875
1,2,11272399
1,2,11272399
1,3,11482297
1,3,11482297
1,4,11828355
1,4,11828355
1,5,11820033
1,5,11820033
1,6,11877254
1,6,11877254
1,7,11880346
1,7,11880346
2,0,11185067
2,0,11185067
2,1,11397078
2,1,11397078
2,2,11185317
2,2,11185317
2,3,11386660
2,3,11386660
2,4,11724580
2,4,11724580
2,5,11713616
2,5,11713616
2,6,11764145
2,6,11764145
2,7,11780336
2,7,11780336
3,0,11195969
3,0,11195969
3,1,11403051
3,1,11403051
3,2,11193520
3,2,11193520
3,3,11382182
3,3,11382182
3,4,11709982
3,4,11709982
3,5,11683729
3,5,11683729
3,6,11682405
3,6,11682405
3,7,11634814
3,7,11634814
4,0,11793081
4,0,11793081
4,1,12033684
4,1,12033684
4,2,11791950
4,2,11791950
4,3,12044587
4,3,12044587
4,4,12447867
4,4,12447867
4,5,12434992
4,5,12434992
4,6,12493699
4,6,12493699
4,7,12511772
4,7,12511772
5,0,11784131
5,0,11784131
5,1,12030514
5,1,12030514
5,2,11795634
5,2,11795634
5,3,12038502
5,3,12038502
5,4,12436299
5,4,12436299
5,5,12423522
5,5,12423522
5,6,12481869
5,6,12481869
5,7,12499909
5,7,12499909
6,0,11847059
6,0,11847059
6,1,12101714
6,1,12101714
6,2,11846214
6,2,11846214
6,3,12090509
6,3,12090509
6,4,12493315
6,4,12493315
6,5,12480297
6,5,12480297
6,6,12539600
6,6,12539600
6,7,12557965
6,7,12557965
7,0,11858468
7,0,11858468
7,1,12113531
7,1,12113531
7,2,11857795
7,2,11857795
7,3,12102192
7,3,12102192
7,4,12506250
7,4,12506250
