timestamp,MUX1_0_pF,MUX1_1_pF,MUX1_2_pF,MUX1_3_pF,MUX2_0_pF,MUX2_1_pF,MUX2_2_pF,MUX2_3_pF
50.755,308.784882,290.283287,294.155504,294.224358,309.625170,288.785897,292.544746,293.313231
51.131,308.784882,290.282399,294.154297,294.243850,309.624242,288.784176,292.546200,293.404738
51.485,308.788948,290.284725,294.155762,294.213017,309.626469,288.783000,292.545901,293.357584
51.839,308.788625,290.284725,294.156150,294.267915,309.626793,288.783882,292.546799,293.283997
52.183,308.784882,290.282399,294.151452,294.265673,309.626190,288.782160,292.539870,293.336115
52.524,308.787700,290.280749,294.151236,294.259246,309.622711,288.780984,292.541324,293.397179
52.911,308.787100,290.281511,294.153219,294.192407,309.624242,288.779095,292.541624,293.332079
53.235,308.790196,290.280073,294.153995,294.279863,309.628046,288.780691,292.541624,293.348567
53.605,308.788948,290.281807,294.152012,294.211034,309.630504,288.782454,292.544532,293.320787
53.966,308.794216,290.284725,294.154986,294.163048,309.633659,288.782454,292.544233,293.368878
54.299,308.796110,290.281807,294.150848,294.153779,309.633659,288.783000,292.544532,293.343672
54.659,308.794585,290.282399,294.154986,294.267053,309.637741,288.780817,292.545045,293.343672
55.002,308.797635,290.282399,294.153995,294.232163,309.639921,288.783294,292.544746,293.316194
55.380,308.803273,290.283287,294.151452,294.228411,309.645859,288.783294,292.543933,293.384209
55.724,308.808541,290.281257,294.154900,294.200297,309.648921,288.784931,292.547355,293.354364
56.069,308.803920,290.279903,294.155202,294.259764,309.650870,288.779683,292.545131,293.341396
56.424,308.804844,290.280496,294.153219,294.232163,309.656483,288.780984,292.541880,293.329460
56.771,308.803596,290.280073,294.149167,294.205169,309.652725,288.780984,292.542779,293.373430
57.148,308.808264,290.279311,294.152012,294.295564,309.652401,288.780691,292.539656,293.350241
57.505,308.813255,290.280073,294.153521,294.255408,309.661447,288.783588,292.544147,293.340709
57.866,308.818523,290.284133,294.156754,294.229274,309.679310,288.784176,292.545430,293.334655
58.217,308.818846,290.282991,294.155288,294.206420,309.667061,288.783588,292.545430,293.369092
58.555,308.821019,290.280496,294.153521,294.290905,309.671144,288.780229,292.543677,293.353462
58.900,308.822913,290.284133,294.155288,294.250793,309.676758,288.786779,292.546200,293.332380
59.281,308.823514,290.282991,294.153219,294.226126,309.672304,288.782706,292.541324,293.398038
59.623,308.827258,290.285910,294.155547,294.210689,309.676155,288.780229,292.544233,293.365657
59.964,308.831001,290.281807,294.154081,294.283616,309.682419,288.778801,292.538972,293.343071
60.311,308.834699,290.284133,294.155288,294.246739,309.685574,288.783000,292.543377,293.326369
60.668,308.835993,290.281807,294.154383,294.226126,309.689843,288.781278,292.544233,293.393743
61.018,308.840060,290.280496,294.154599,294.211335,309.695829,288.782454,292.544532,293.360762
61.396,308.840661,290.281638,294.155547,294.277232,309.700237,288.779389,292.544147,293.340151
61.743,308.844358,290.284429,294.156754,294.227247,309.704320,288.782706,292.543677,293.310913
62.085,308.846577,290.282991,294.151236,294.236863,309.709007,288.782454,292.542779,293.389706
62.475,308.846577,290.281807,294.154383,294.204264,309.716200,288.783882,292.542779,293.356725
62.826,308.850921,290.282991,294.153219,294.267915,309.721212,288.781572,292.545430,293.330405
63.168,308.853741,290.286079,294.155202,294.246739,309.721212,288.782706,292.546200,293.317353
63.499,308.859657,290.285022,294.156064,294.236863,309.730215,288.783000,292.545901,293.383006
63.860,308.870844,290.284895,294.157271,294.214483,309.734949,288.780691,292.543549,293.349469
64.203,308.866776,290.283287,294.157832,294.263904,309.736806,288.784176,292.543677,293.323965
64.557,308.866499,290.283837,294.153779,294.236863,309.745299,288.782160,292.542479,293.315893
64.911,308.875836,290.285318,294.155849,294.235699,309.751751,288.785309,292.545730,293.377810
65.266,308.881476,290.285487,294.157271,294.301345,309.756160,288.784469,292.547098,293.333754
65.643,308.881753,290.285910,294.155849,294.270891,309.759966,288.783000,292.544746,293.357799
65.995,308.884249,290.284133,294.151753,294.249586,309.773381,288.784176,292.546585,293.335514
66.350,308.887670,290.286079,294.157530,294.215389,309.769064,288.785183,292.546500,293.368792
66.706,308.894235,290.283583,294.155762,294.296125,309.775841,288.785183,292.547098,293.344831
67.068,308.896685,290.284429,294.156969,294.262136,309.780947,288.783882,292.546500,293.338477
67.426,308.903527,290.287517,294.159513,294.242685,309.784939,288.784176,292.547098,293.402762
67.779,308.905423,290.285487,294.159599,294.230481,309.791810,288.784469,292.551205,293.375276
68.139,308.910740,290.288406,294.160116,294.288921,309.803694,288.786485,292.550306,293.343371
68.466,308.916981,290.286671,294.157530,294.255408,309.807408,288.786485,292.550820,293.340709
68.818,308.919108,290.287348,294.160203,294.234793,309.814976,288.787241,292.549408,293.401560
69.165,308.927200,290.287221,294.160418,294.166540,309.817437,288.788080,292.550306,293.346205
69.520,308.927801,290.286671,294.158435,294.275507,309.825608,288.787241,292.550606,293.321088
69.865,308.936863,290.285487,294.158737,294.230783,309.831273,288.785309,292.549408,293.323449
70.248,308.935014,290.285783,294.158435,294.247041,309.831551,288.787535,292.549408,293.408174
70.589,308.938436,290.286756,294.157530,294.222590,309.841534,288.788668,292.550606,293.371755
70.942,308.944632,290.288998,294.158737,294.256874,309.849335,288.789844,292.551761,293.313231
71.286,308.947499,290.287517,294.157832,294.253424,309.859040,288.786359,292.549921,293.330319
71.635,308.954620,290.289252,294.159297,294.242599,309.859737,288.788080,292.551675,293.400100
71.989,308.971176,290.290309,294.160418,294.213017,309.871579,288.788374,292.550606,293.368277
72.382,308.965534,290.288406,294.157271,294.260152,309.876873,288.790432,292.546500,293.341911
72.711,308.965534,290.288406,294.158737,294.246135,309.885325,288.786359,292.547655,293.345346
73.063,308.971176,290.288406,294.157271,294.218235,309.887833,288.786359,292.549323,293.385583
73.418,308.975246,290.288109,294.161366,294.306866,309.892246,288.790684,292.553429,293.366258
73.759,308.983015,290.288109,294.161022,294.263300,309.906319,288.790852,292.552830,293.352904
74.154,308.988010,290.287052,294.160203,294.233025,309.924759,288.789844,292.552274,293.344445
74.491,308.995457,290.289844,294.159297,294.213017,309.915980,288.787828,292.554327,293.379785
74.828,308.998926,290.288406,294.159901,294.298713,309.923226,288.784931,292.549152,293.359259
75.187,309.002302,290.288702,294.157530,294.258384,309.926013,288.785771,292.549708,293.345733
75.528,309.009842,290.289252,294.160116,294.229274,309.936976,288.787241,292.548253,293.406972
75.909,309.013218,290.287644,294.159901,294.214224,309.938834,288.787367,292.550007,293.373215
76.258,309.020665,290.284429,294.159901,294.292588,309.951703,288.784763,292.549622,293.359559
76.609,309.025384,290.284895,294.156668,294.253424,309.962899,288.788668,292.545430,293.336716
76.944,309.034127,290.286756,294.157530,294.227894,309.965129,288.783294,292.546500,293.399498
77.330,309.038151,290.286375,294.159815,294.211853,309.975490,288.782706,292.546200,293.366516
77.675,309.039447,290.285910,294.157271,294.285082,309.974235,288.779935,292.543078,293.351229
78.026,309.047820,290.284429,294.156754,294.236518,309.988639,288.783000,292.545730,293.318727
78.380,309.052215,290.285783,294.156064,294.228713,309.990172,288.778801,292.541025,293.390780
78.725,309.064661,290.286671,294.157832,294.211551,310.003601,288.782160,292.546200,293.364755
79.076,309.068964,290.285022,294.157271,294.276973,310.013639,288.779095,292.542479,293.340709
79.421,309.073683,290.284133,294.156452,294.251656,310.021446,288.777626,292.543078,293.323664
79.797,309.083029,290.287517,294.158435,294.232551,310.032739,288.780523,292.542479,293.384123
80.135,309.096124,290.286671,294.158435,294.226126,310.040919,288.780103,292.541025,293.359559
80.497,309.100474,290.285783,294.156969,294.269684,310.055699,288.782706,292.545602,293.338176
80.847,309.110747,290.288702,294.159039,294.255796,310.075314,288.786947,292.547954,293.338477
81.191,309.118568,290.288406,294.160806,294.253640,310.079404,288.784469,292.546500,293.387945
81.561,309.124492,290.289252,294.158133,294.303717,310.090979,288.784637,292.547954,293.338176
81.919,309.133841,290.288109,294.162487,294.272272,310.098510,288.785057,292.552274,293.342298
82.252,309.141061,290.286671,294.156366,294.249025,310.118222,288.785057,292.546799,293.333453
82.635,309.146337,290.288109,294.159901,294.235095,310.115107,288.786359,292.551461,293.381031
82.986,309.154437,290.287348,294.160504,294.300482,310.130497,288.787367,292.550520,293.353204
83.320,309.169064,290.285783,294.157530,294.262395,310.143377,288.787828,292.550007,293.334741
83.677,309.175313,290.287813,294.159039,294.248421,310.156164,288.790978,292.550606,293.413973
84.022,309.184062,290.287221,294.159513,294.233931,310.169324,288.785771,292.552274,293.379871
84.409,309.189062,290.287517,294.159297,294.293278,310.178439,288.789844,292.551675,293.354364
84.748,309.201561,290.290013,294.159901,294.258944,310.194345,288.793749,292.553728,293.327485
85.101,309.213414,290.287813,294.161884,294.246437,310.201600,288.790852,292.553728,293.413157
85.446,309.222118,290.290140,294.161065,294.244669,310.211600,288.789550,292.551974,293.384209
85.809,309.229572,290.289548,294.159901,294.285902,310.226671,288.788374,292.550007,293.350628
86.145,309.242121,290.290605,294.161668,294.246739,310.241975,288.790138,292.552274,293.332680
86.532,309.251428,290.290732,294.162789,294.244971,310.252675,288.789844,292.552274,293.407358
86.876,309.262959,290.289548,294.162487,294.219140,310.265190,288.789718,292.553129,293.376651
87.223,309.272962,290.290901,294.161366,294.281933,310.280869,288.790852,292.554028,293.361320
87.570,309.281067,290.290140,294.162487,294.262999,310.297527,288.791439,292.554028,293.343371
87.915,309.294174,290.291197,294.161366,294.238330,310.310649,288.793455,292.553728,293.402977
88.294,309.314785,290.292170,294.164255,294.223495,310.323819,288.793749,292.553728,293.377509
88.625,309.318537,290.293524,294.164557,294.281028,310.337920,288.794337,292.557749,293.363596
88.983,309.328496,290.291874,294.160806,294.254028,310.357095,288.792615,292.553129,293.353762
89.330,309.342255,290.289548,294.160806,294.229015,310.364915,288.789256,292.551461,293.395719
89.684,309.351891,290.289252,294.162186,294.318514,310.380229,288.788374,292.551675,293.376049
90.055,309.367226,290.291874,294.163651,294.271193,310.397499,288.793203,292.554626,293.360161
90.396,309.377836,290.292636,294.164815,294.246739,310.426038,288.792321,292.555396,293.361921
90.759,309.390949,290.292762,294.164772,294.224961,310.430135,288.791272,292.556380,293.396664
91.100,309.404990,290.294666,294.164255,294.312690,310.446152,288.791439,292.555995,293.380086
91.485,309.418383,290.293228,294.166798,294.272574,310.466501,288.793035,292.558904,293.366817
91.821,309.435576,290.294666,294.163953,294.241521,310.482242,288.793749,292.554028,293.421232
92.176,309.448415,290.293820,294.166583,294.224358,310.501057,288.794631,292.557535,293.392841
92.525,309.462134,290.293524,294.165117,294.304580,310.524579,288.792615,292.556851,293.379184
92.870,309.479332,290.294666,294.165419,294.270201,310.538088,288.794925,292.559203,293.366731
93.252,309.494305,290.293228,294.165117,294.239753,310.552156,288.792909,292.553728,293.413973
93.589,309.511459,290.294666,294.165720,294.226428,310.567903,288.792447,292.554028,293.388804
93.942,309.531442,290.295554,294.166238,294.301345,310.598654,288.792909,292.556380,293.376264
94.304,309.549618,290.295258,294.164557,294.254028,310.618785,288.795806,292.555482,293.350628
94.642,309.571136,290.294666,294.165936,294.242987,310.636960,288.794631,292.557749,293.415132
94.993,309.588620,290.294116,294.167488,294.229274,310.660822,288.795512,292.554797,293.395504
95.375,309.607080,290.294962,294.167488,294.298411,310.686552,288.791272,292.556294,293.373430
95.713,309.626793,290.292932,294.166798,294.271754,310.717320,288.793749,292.557150,293.358701
96.075,309.649246,290.293820,294.167704,294.242383,310.740259,288.791272,292.554797,293.409334
96.436,309.683347,290.294412,294.167100,294.239235,310.763527,288.794337,292.556679,293.389019
96.788,309.693045,290.294666,294.166583,294.291768,310.792161,288.793749,292.552830,293.368491
97.160,309.718335,290.295258,294.167488,294.267355,310.824763,288.796058,292.557235,293.357498
97.485,309.741168,290.297754,294.168307,294.249974,310.838337,288.795219,292.557150,293.408475
97.830,309.759270,290.295174,294.167704,294.327186,310.867820,288.795512,292.557150,293.378111
98.192,309.779322,290.296443,294.168566,294.288533,310.887696,288.792909,292.554626,293.364283
98.532,309.802766,290.296908,294.168307,294.268217,310.927546,288.794925,292.555995,293.360933
98.886,309.821244,290.294666,294.165419,294.253122,310.930112,288.790684,292.556851,293.403235
99.256,309.840931,290.294412,294.169169,294.319420,310.958721,288.792027,292.557535,293.375276
99.607,309.863220,290.298346,294.168307,294.283616,310.981686,288.797990,292.558305,293.358786
99.948,309.881610,290.296147,294.169169,294.269425,311.002412,288.799124,292.561256,293.440046
100.337,309.901349,290.299531,294.170851,294.257780,311.026642,288.798578,292.566132,293.408260
100.670,309.918488,290.296020,294.168867,294.310404,311.049007,288.796646,292.559502,293.374890
101.024,309.934468,290.295258,294.168307,294.280165,311.068478,288.796814,292.558604,293.358099
101.383,309.955466,290.298642,294.170075,294.270201,311.087018,288.798284,292.557749,293.434848
101.730,309.971169,290.300081,294.171152,294.261230,311.105606,288.798284,292.560272,293.402161
102.071,309.990869,290.300673,294.171454,294.310059,311.126391,288.796940,292.558305,293.370553
102.455,310.007133,290.299531,294.170333,294.268821,311.140544,288.795219,292.559203,293.344273
102.796,310.016799,290.299827,294.168566,294.269684,311.159417,288.795219,292.560657,293.429565
103.144,310.034598,290.299531,294.170635,294.249672,311.175161,288.798830,292.559802,293.405296
103.497,310.049656,290.297585,294.170937,294.304580,311.196233,288.796940,292.559203,293.370553
103.841,310.067272,290.301434,294.172101,294.289439,311.214549,288.797528,292.562711,293.364498
104.227,310.076987,290.301265,294.171454,294.269684,311.225811,288.796646,292.559973,293.426988
104.570,310.101021,290.303000,294.171842,294.256012,311.244785,288.800593,292.560871,293.398940
104.926,310.103810,290.300673,294.173222,294.304839,311.256749,288.797108,292.558604,293.375491
105.272,310.119803,290.300081,294.170333,294.283314,311.283485,288.800887,292.563224,293.379184
105.626,310.132357,290.303169,294.173825,294.268821,311.286944,288.801601,292.565747,293.426429
105.972,310.143935,290.300081,294.172316,294.347594,311.302978,288.800299,292.563523,293.399241
106.318,310.152676,290.301561,294.173523,294.301086,311.314618,288.799124,292.562625,293.377810
106.702,310.169603,290.300969,294.171454,294.276326,311.341735,288.797528,292.560957,293.382749
107.045,310.181881,290.300842,294.175291,294.262136,311.340192,288.800887,292.565833,293.421790
107.396,310.188996,290.302407,294.171454,294.338533,311.354967,288.800887,292.561855,293.395418
107.743,310.199368,290.300081,294.170851,294.296125,311.362495,288.797990,292.561855,293.381546
108.088,310.210996,290.301138,294.174386,294.271452,311.379236,288.797108,292.562154,293.446662
108.483,310.219787,290.299827,294.171842,294.251095,311.383960,288.797528,292.560957,293.412555
108.814,310.228857,290.301561,294.175291,294.332234,311.398738,288.799124,292.564978,293.397737
109.170,310.237323,290.303169,294.173523,294.292890,311.411038,288.801433,292.562625,293.385884
109.511,310.244860,290.300377,294.172316,294.264163,311.413283,288.802315,292.564678,293.444385
109.865,310.250489,290.297754,294.171842,294.245834,311.424930,288.797990,292.561769,293.408732
110.211,310.253326,290.302027,294.174989,294.321664,311.427409,288.798284,292.562625,293.394903
110.601,310.264864,290.301857,294.171454,294.282753,311.436296,288.797990,292.562326,293.374374
110.936,310.270261,290.301434,294.173523,294.260928,311.446026,288.802189,292.564079,293.434462
111.275,310.271750,290.303169,294.173825,294.244065,311.445090,288.800593,292.563523,293.411696
111.634,310.277426,290.302027,294.173222,294.313898,311.454259,288.798830,292.562154,293.394301
111.981,310.284312,290.303000,294.172704,294.288921,311.462726,288.800299,292.563224,293.383608
112.383,310.287150,290.302407,294.175291,294.259548,311.467498,288.802021,292.563780,293.431927
112.703,310.302785,290.303169,294.175851,294.254545,311.470913,288.804498,292.567245,293.415132
113.054,310.295665,290.301265,294.174989,294.308290,311.473486,288.799711,292.563523,293.396277
113.396,310.299993,290.303000,294.174687,294.281847,311.487943,288.800593,292.564978,293.386184
113.776,310.302459,290.305242,294.176972,294.258384,311.480364,288.803953,292.565448,293.428405
114.109,310.304413,290.304057,294.173006,294.345523,311.484200,288.802021,292.561470,293.404437
114.480,310.306880,290.303000,294.170937,294.302552,311.483872,288.800005,292.562711,293.392541
114.828,310.312278,290.303465,294.175851,294.278698,311.492388,288.801055,292.564079,293.386270
115.168,310.314372,290.304649,294.175593,294.256615,311.492435,288.800467,292.565191,293.421790
115.520,310.313162,290.302703,294.173825,294.338317,311.494540,288.798830,292.561556,293.403535
115.899,310.312510,290.300969,294.172920,294.298497,311.498377,288.802189,292.564379,293.385583
116.229,310.319118,290.302027,294.174084,294.274040,311.499266,288.801181,292.563780,293.452247
116.593,310.322888,290.305242,294.176671,294.260411,311.504038,288.801433,292.565277,293.418268
116.944,310.320049,290.302619,294.173308,294.333614,311.500529,288.800299,292.562924,293.399241
117.289,310.323493,290.304649,294.174084,294.296427,311.504974,288.798830,292.562924,293.380687
117.658,310.327588,290.303592,294.174084,294.272574,311.504974,288.801349,292.563523,293.446447
118.011,310.327588,290.301265,294.173222,294.256615,311.507548,288.796940,292.558904,293.410493
118.351,310.326378,290.301265,294.173222,294.323734,311.508484,288.795512,292.561256,293.390007
118.729,310.326657,290.300673,294.174084,294.285686,311.510028,288.798578,292.559502,293.366430
119.074,310.329450,290.303169,294.174386,294.273177,311.513210,288.798284,292.559203,293.435364
119.431,310.334197,290.302619,294.173308,294.255494,311.515409,288.796226,292.559502,293.409033
119.766,310.331311,290.301434,294.175291,294.319118,311.513771,288.797234,292.560358,293.385283
120.156,310.334476,290.304353,294.175808,294.291207,311.516953,288.796226,292.560101,293.364841
120.490,310.334476,290.301857,294.171756,294.272875,311.515081,288.792321,292.557150,293.428190
120.841,310.335127,290.301730,294.174084,294.268217,311.516625,288.799124,292.561470,293.404738
121.182,310.337594,290.301138,294.173308,294.311827,311.516953,288.798830,292.560272,293.379270
121.536,310.338897,290.301730,294.171842,294.297246,311.526125,288.795974,292.559502,293.381847
121.922,310.334197,290.301138,294.171756,294.272574,311.522334,288.798284,292.558305,293.421489
122.256,310.335732,290.299235,294.171756,294.342373,311.523551,288.796940,292.559802,293.394301
122.608,310.341084,290.301138,294.177059,294.304580,311.524814,288.802609,292.565277,293.380988
122.952,310.342620,290.303169,294.174386,294.287368,311.526733,288.802021,292.563224,293.376951
123.330,310.339828,290.301857,294.174386,294.271409,311.527061,288.800299,292.564379,293.420029
123.684,310.339502,290.301138,294.174687,294.331630,311.523551,288.799418,292.560358,293.383006
124.016,310.341084,290.302619,294.172101,294.298196,311.526733,288.798578,292.562154,293.373988
124.373,310.342946,290.303169,294.175291,294.285384,311.527669,288.800299,292.563523,293.452805
124.721,310.342620,290.304649,294.174084,294.272875,311.525516,288.801181,292.564678,293.417194
125.107,310.343551,290.303465,294.175593,294.327574,311.527061,288.801055,292.564678,293.385368
125.451,310.345459,290.304649,294.175593,294.295564,311.525189,288.799418,292.560657,293.369393
125.802,310.346390,290.303169,294.174386,294.283314,311.524159,288.800593,292.559203,293.443483
126.178,310.343877,290.306680,294.178438,294.274040,311.525797,288.798284,292.560101,293.410493
126.491,310.345785,290.305495,294.178740,294.321664,311.525516,288.798116,292.563224,293.379485
126.871,310.345180,290.305495,294.177059,294.291725,311.530804,288.802903,292.566132,293.363982
127.206,310.344528,290.307272,294.178136,294.285384,311.529213,288.802021,292.564978,293.441464
127.566,310.349183,290.305242,294.179904,294.266233,311.527388,288.799124,292.563523,293.416292
127.906,310.345785,290.308034,294.175593,294.315883,311.525516,288.798830,292.560358,293.380387
128.260,310.343551,290.304057,294.179344,294.299058,311.523223,288.795974,292.563780,293.371154
128.641,310.343551,290.307145,294.177059,294.280467,311.520743,288.798284,292.559502,293.429565
128.977,310.341689,290.306849,294.178438,294.365069,311.519527,288.798284,292.562411,293.404996
129.333,310.340759,290.307441,294.178438,294.310059,311.519527,288.798578,292.561556,293.377424
129.677,310.342295,290.303761,294.177619,294.290043,311.523879,288.796226,292.562154,293.379012
130.061,310.340433,290.306257,294.177835,294.274644,311.515409,288.798284,292.560871,293.424153
130.404,310.339828,290.304946,294.178740,294.353721,311.515409,288.799418,292.562154,293.401216
130.758,310.337268,290.306680,294.179344,294.306003,311.517234,288.800005,292.563523,293.381031
131.107,310.335779,290.304649,294.174989,294.283918,311.516953,288.801433,292.561556,293.456457
131.451,310.331032,290.302619,294.175291,294.266535,311.511572,288.798578,292.562625,293.422091
131.799,310.330706,290.303465,294.176153,294.344660,311.512882,288.800593,292.564379,293.399498
132.181,310.331637,290.301857,294.172403,294.299878,311.512835,288.800887,292.561256,293.383908
132.525,310.336989,290.303592,294.175593,294.277793,311.518170,288.801895,292.562711,293.450184
132.865,310.331637,290.304353,294.175593,294.259548,311.507548,288.798284,292.566132,293.419728
133.215,310.329450,290.302619,294.175291,294.333010,311.511057,288.801349,292.564379,293.397480
133.609,310.326657,290.304649,294.175851,294.295262,311.509419,288.801895,292.561769,293.384209
133.940,310.330380,290.301434,294.174386,294.273177,311.509092,288.800593,292.565576,293.446748
134.280,310.326983,290.300969,294.173308,294.254847,311.507220,288.796814,292.558048,293.409334
134.641,310.325354,290.299235,294.174084,294.321448,311.507127,288.798830,292.563780,293.397737
134.992,310.322562,290.301561,294.174989,294.288533,311.507548,288.798830,292.563224,293.376951
135.338,310.323493,290.302323,294.171454,294.263904,311.507127,288.798830,292.560871,293.434763
135.714,310.320328,290.301857,294.174386,294.246437,311.499266,288.799711,292.559802,293.413371
136.061,310.321352,290.300377,294.171540,294.311223,311.498049,288.794925,292.561470,293.393142
136.415,310.318793,290.300969,294.172058,294.287972,311.501137,288.799711,292.561470,293.382921
136.761,310.315070,290.299531,294.170635,294.258384,311.495476,288.798578,292.560101,293.430467
137.108,310.315395,290.300969,294.174084,294.351952,311.496505,288.796520,292.561171,293.405898
137.483,310.317862,290.302027,294.172920,294.305184,311.497113,288.802021,292.562711,293.390780
137.817,310.313441,290.300081,294.174687,294.278698,311.502167,288.797528,292.563010,293.383307
138.171,310.312836,290.304057,294.175851,294.254847,311.488551,288.799711,292.559203,293.422606
138.553,310.312510,290.301434,294.172101,294.344056,311.490797,288.799124,292.560871,293.404137
138.890,310.313441,290.304057,294.175851,294.299360,311.486680,288.800593,292.562711,293.388504
139.242,310.309113,290.299235,294.170635,294.268519,311.484200,288.797402,292.560358,293.453922
139.614,310.305949,290.301857,294.172704,294.252259,311.483826,288.797234,292.559802,293.417495
139.945,310.307205,290.303761,294.174386,294.336462,311.481299,288.798830,292.563780,293.401775
140.293,310.305344,290.300673,294.171540,294.293796,311.481299,288.797234,292.558048,293.386485
140.671,310.302459,290.300377,294.173308,294.267355,311.478539,288.799124,292.560957,293.443225
141.010,310.303762,290.300377,294.173523,294.244669,311.478539,288.796940,292.561470,293.414316
141.368,310.304413,290.301561,294.173523,294.328739,311.481954,288.797234,292.561855,293.395719
141.721,310.300598,290.300377,294.171756,294.292286,311.478820,288.798284,292.560572,293.377252
142.062,310.300691,290.301857,294.172618,294.266233,311.471895,288.797108,292.558604,293.436524
142.439,310.299388,290.302915,294.172920,294.249672,311.471895,288.797696,292.558305,293.409033
142.774,310.297527,290.302323,294.174989,294.321966,311.473767,288.797696,292.563780,293.394001
143.135,310.297201,290.300673,294.171152,294.282149,311.471615,288.796646,292.558904,293.369994
143.478,310.293711,290.301857,294.174084,294.262697,311.466562,288.796352,292.559502,293.431627
143.863,310.295665,290.302915,294.173006,294.253079,311.468106,288.796520,292.559802,293.410493
144.207,310.293711,290.304353,294.178136,294.319981,311.468387,288.797990,292.565191,293.392240
144.553,310.297154,290.304353,294.175291,294.292976,311.471895,288.801055,292.565576,293.375190
144.906,310.291850,290.301857,294.175291,294.266449,311.468106,288.801181,292.563224,293.429651
145.248,310.291245,290.301857,294.174989,294.351952,311.466843,288.799711,292.561855,293.404738
145.625,310.288407,290.304057,294.176455,294.309455,311.460855,288.799418,292.561855,293.385669
145.959,310.289942,290.304649,294.174989,294.284780,311.474703,288.800887,292.561556,293.375190
146.327,310.285894,290.301138,294.174687,294.267139,311.459545,288.796940,292.560871,293.420029
146.668,310.282730,290.302915,294.173006,294.341510,311.457346,288.797108,292.558904,293.394602
147.017,310.283056,290.302703,294.173222,294.301647,311.453931,288.797990,292.559203,293.375491
