timestamp,CH0_pF_filtered,CH1_pF_filtered,CH2_pF_filtered,CH3_pF_filtered,CH4_pF_filtered,CH5_pF_filtered,CH6_pF_filtered,CH7_pF_filtered
18.53729009628296,287.835818276029,285.8817548365035,289.635607486744,281.953358207446,281.80762869245143,288.95425055559394,283.0804011118201,289.3681699509805
18.661689043045044,287.83976946657714,285.8819730509518,289.638096972633,281.9535569242722,281.81019770465434,288.95572510016797,283.08666925443885,289.37201312227916
18.78755497932434,287.8389191614935,285.88118774251933,289.64835459490104,281.95503769833635,281.81410093636794,288.95201624192885,283.0870880404564,289.3770563958761
18.91149401664734,287.8358765844469,285.8799376885748,289.6556220338409,281.9572832943578,281.81758762271346,288.94511767347194,283.082818027503,289.37847573561544
19.039166927337646,287.83541428222077,285.87896646392903,289.64872787816915,281.95875407880885,281.81823808597494,288.94111046573767,283.0788322682479,289.3725879753687
19.161244869232178,287.83688725786317,285.8781855238577,289.6353355153592,281.9580204133922,281.81612875419654,288.941995715988,283.0777990797234,289.3650706845677
19.28626585006714,287.83662975881094,285.8777554044021,289.6286204637774,281.95519402497627,281.81368451902966,288.94389388086216,283.0796188306985,289.3648681547517
19.413974046707153,287.8344301568004,285.8781881168061,289.63044311810336,281.9529940019775,281.8134019639444,288.94284983603467,283.08286411873695,289.37202274531677
19.536103010177612,287.83360076671653,285.8790418266092,289.635510606133,281.95373086527286,281.8151819085884,288.9398439847832,283.0849661595153,289.3772836015786
19.66158390045166,287.8354001839019,285.8792248373998,289.63878888776395,281.95571380863464,281.816257208364,288.93905985587287,283.0837356119644,289.37389947605726
19.78619909286499,287.836664275164,285.87858462647483,289.63708040715426,281.9558137919602,281.8146262255439,288.9419553730835,283.07962043930155,289.36522851490435
19.911258220672607,287.8347304239704,285.8779574887183,289.6321511675884,281.95412089110994,281.81145322807157,288.944688166132,283.0757310831341,289.3595289804703
20.039329051971436,287.8319209758991,285.8777273004467,289.62976217556815,281.95315857088184,281.80943789956916,288.9430687346102,283.0747561690792,289.36104326838006
20.1610369682312,287.83155095834803,285.87730648856785,289.6317502908624,281.9540729962213,281.80999573049434,288.93900515789346,283.07569089092647,289.36689160319276
20.28673791885376,287.8321395771631,285.87634501462054,289.6340992189644,281.9556165897084,281.81221753615034,288.93845495199736,283.07567191967934,289.37021478839716
20.41083812713623,287.8305634620489,285.8756707111011,289.6339172068409,281.955902805474,281.8135251855685,288.94268585743316,283.0746657143285,289.3670765481546
20.535669088363647,287.82850045205504,285.87622633027576,289.6325476111357,281.95454890155594,281.8119729663673,288.94609207958456,283.0746914838036,289.36124898769896
20.661221981048584,287.8297665827834,285.8775705181772,289.63165521186806,281.95315369600377,281.8087510972792,288.9443704101605,283.0753141113633,289.3603743323812
20.78541398048401,287.8330949905987,285.87836864950935,289.6316156537906,281.95303435110094,281.80680701206876,288.9400918399232,283.0740652097736,289.36645914645624
20.9112708568573,287.8337827755333,285.87802773502256,289.63289625986897,281.9535205321152,281.80685862771713,288.9377415526781,283.0708069613727,289.3720367329628
21.035461902618408,287.83143909465196,285.87710981986976,289.63443470872926,281.95372677807626,281.8074665690928,288.9379073527555,283.0684808549908,289.3690894724005
21.1602840423584,287.8302221272407,285.876630614058,289.63350815490736,281.9540970355577,281.80825306840586,288.938727056916,283.06931036032955,289.3611566373389
21.28578090667725,287.83169179856,285.8772811520772,289.6312566848768,281.9547249414417,281.8094012100072,288.93898425064407,283.0720480862545,289.3596230204466
21.41009783744812,287.83263290884577,285.8784138980682,289.63301707369754,281.9543850997029,281.8097007085069,288.9382736635188,283.07355334755715,289.3663950154308
21.536416053771973,287.8305211640002,285.8781920176903,289.6388945613603,281.9528004031932,281.8089498551209,288.937506391772,283.0721847623886,289.3704074286259
21.660149097442627,287.8271573689041,285.8761310389121,289.6409436327705,281.9516765840989,281.80933361332944,288.9392866207266,283.0691476035629,289.36507580518116
21.78513503074646,287.8256835396188,285.8741693502178,289.6348091367843,281.95212404990053,281.81149917067825,288.94419684106253,283.0671331605616,289.3576678675874
21.91040587425232,287.8264717813849,285.87382767349413,289.6275713237693,281.9531793319575,281.81335665755927,288.9478133894549,283.06783653445603,289.35736452832106
22.03521203994751,287.8274519644475,285.8744178515244,289.6283910850782,281.95365501337,281.81387778808596,288.94590966324233,283.0701035407661,289.3642521196302
22.160932064056396,287.8271212850687,285.8748809204186,289.6357107106265,281.95348252388226,281.8138539077943,288.9413480111656,283.0708443639436,289.3715701723298
22.28484296798706,287.8256769622962,285.8750688099566,289.63974570031746,281.95309887441744,281.8135541230647,288.94070635545063,283.0690611005746,289.3724283863657
22.409871816635132,287.82423298182965,285.87512908379733,289.63669260841505,281.9529846411887,281.81288030309696,288.9448099977306,283.06776085811356,289.366638875101
22.534823894500732,287.8241642907892,285.87534939992867,289.6333326627602,281.9535436949998,281.8124319499498,288.94784561836013,283.06926830143516,289.3622588507795
22.659621953964233,287.82599218114535,285.8760914184872,289.63453685568567,281.9546811471249,281.8128004692085,288.9460938888294,283.07090926784656,289.3646016362427
22.784857034683228,287.8283551549167,285.8771612761278,289.63519357618924,281.95566355629416,281.81377572377585,288.94254924292335,283.069346378782,289.3673600163615
22.90929412841797,287.8293456466268,285.87797151112017,289.63226879855915,281.9554701248581,281.814182072318,288.9416474943214,283.06596098631064,289.3643091985803
23.03422498703003,287.82878863805513,285.8782499420994,289.63412449794714,281.9537276383231,281.81263906908384,288.9434580331858,283.0639979493818,289.36254830155553
23.159203052520752,287.828299116357,285.8782305330073,289.64485979633935,281.9516894699631,281.8096713165903,288.94483698560754,283.064578024238,289.36998837573594
23.284255027770996,287.8291755088133,285.87844180453664,289.6516370515025,281.95104871566923,281.80771850856235,288.9439257286207,283.0673401194625,289.37903007003104
23.409739017486572,287.8305162432715,285.8788525455439,289.6441981192581,281.9513160801785,281.80764095779523,288.94184553446564,283.07000690177983,289.37853957322073
23.534127950668335,287.8300698428088,285.87836923676264,289.63265091169063,281.9506604560501,281.8079019685011,288.94088596910814,283.0687082545966,289.3705078322848
23.659029960632324,287.82752365806977,285.8766526912328,289.6295450965392,281.9498256108933,281.8085308252613,288.94225408365594,283.0637579454881,289.3618057566278
23.783865928649902,287.825413943597,285.87565155488033,289.63134576166334,281.9513227448047,281.8113809456085,288.94498299938334,283.0609244792351,289.35449371389683
23.90863299369812,287.8254584021086,285.87711596108096,289.6313022720019,281.9538565768112,281.8147052726856,288.9463142708429,283.0630997476418,289.35373288812735
24.035436153411865,287.8262536781571,285.8797048344633,289.6328909808345,281.953279145578,281.813867995138,288.9445394037598,283.0664873747601,289.36688661430276
24.158486127853394,287.8262393011054,285.88077479052396,289.6390164720738,281.9503177595022,281.80974133945887,288.94198775982755,283.0673046947251,289.3855371948435
24.283369064331055,287.8261458129995,285.87974115239246,289.64259068934024,281.9501515834936,281.8087333552639,288.9428251315502,283.0663311731611,289.38787354157955
24.40854811668396,287.8268548042177,285.8780790384235,289.63792381138285,281.95327107209187,281.81226187595945,288.94707616963314,283.0659179941048,289.3694091626418
24.53305387496948,287.8274186480735,285.87751246339127,289.6311578796895,281.95447439819935,281.8142138504122,288.949844240688,283.0671495939391,289.3520835931991
24.658562183380127,287.8265540472312,285.8787789137273,289.63078018604716,281.95145494627695,281.8107791253043,288.94791454290475,283.069623300878,289.3530552598733
24.78313398361206,287.8245585205479,285.88066176430897,289.63535310847914,281.94786763004817,281.8061268019842,288.9441359926346,283.0714404373863,289.36355526306744
24.90812397003174,287.8229806365923,285.88112815449233,289.63807773171123,281.9479826139767,281.8065597580795,288.9433987318878,283.0711216185786,289.36725874954254
25.033232927322388,287.82284832446123,285.8806117488895,289.63746306842523,281.9518615313405,281.8123270602544,288.9465172263708,283.07009126289194,289.3626383901927
25.15791702270508,287.82363632311984,285.8816219969499,289.6368219778541,281.9552260997586,281.81684449822126,288.9499403653408,283.0703228439451,289.35881859421715
25.283439874649048,287.8243121679809,285.88424537355723,289.63760404064203,281.95423929378256,281.81506752503583,288.9505019939485,283.07048293549036,289.3605851507457
25.407558917999268,287.82486976105093,285.8856187206423,289.6386664874056,281.9507686839751,281.8105028577333,288.94887164467735,283.06803156655866,289.3643815054983
25.532527208328247,287.8257053293201,285.884633423877,289.6390427221997,281.9496437020667,281.80921755179116,288.9482795237109,283.0636022619352,289.3640795260845
25.65779685974121,287.82620345040397,285.8836089542561,289.6379007767517,281.95163757240886,281.8108409499181,288.9508069895478,283.0601782653401,289.3579323736705
25.782270908355713,287.82564275910937,285.88460563309485,289.63525723464994,281.95397651051263,281.81194646022334,288.9550730830544,283.0594914851549,289.35225142900504
25.90853714942932,287.8248034795013,285.8870645883416,289.63472034478826,281.9552083783121,281.81223398022536,288.9574893816855,283.06098402993297,289.35578099435673
26.032180070877075,287.8251639692466,285.8895295849525,289.63962862528496,281.95513753171815,281.811930860318,288.95632827450936,283.0626728499745,289.3660965088408
26.157299995422363,287.8269540299352,285.89118755140964,289.6452823578679,281.9534642562187,281.81006835789964,288.9540435520689,283.0622886811148,289.368829655188
