Condition,Average SNR,Lowest SNR Pose,Lowest SNR Value,Highest Std Pose,Highest Std Value
20250911_node1_node4,18.146230534553233,1,0.2655546870333592,3,12.40669632490966
20250911_node1_node5,19.228143090459753,1,0.3789311426070908,4,12.91056620236165
20250911_node1_node6,4.14052511844214,1,0.42836526006252534,5,59.109224812205234
20250911_node2_node4,21.453915202699815,1,0.17308130058076426,5,19.519620181180795
20250911_node2_node5,6.4033826743055275,1,0.09830954811365367,5,102.94296443573155
20250911_node2_node6,8.40409170577787,1,0.25550777216702497,5,22.49764229344971
20250911_node3_node4,8.340360094143412,1,0.1706593634095741,5,23.521106825470365
20250911_node3_node5,12.854780324698291,1,0.38699827811623855,4,28.144068656282716
20250911_node3_node6,20.865680261902224,1,0.04548613351396239,1,14.341386180284344
